"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007596","GO:0007596","blood coagulation","13/67","224/18614",1.11959628012605e-12,8.39850447105553e-10,5.94136496822453e-10,"7057/2267/2243/2266/2244/2162/81027/348/5345/2192/83706/1361/5341",13
"GO:0050817","GO:0050817","coagulation","13/67","229/18614",1.48327151262085e-12,8.39850447105553e-10,5.94136496822453e-10,"7057/2267/2243/2266/2244/2162/81027/348/5345/2192/83706/1361/5341",13
"GO:0007599","GO:0007599","hemostasis","13/67","230/18614",1.56786019994814e-12,8.39850447105553e-10,5.94136496822453e-10,"7057/2267/2243/2266/2244/2162/81027/348/5345/2192/83706/1361/5341",13
"GO:0031639","GO:0031639","plasminogen activation","7/67","26/18614",3.53317024894531e-12,1.41945114751378e-09,1.00416417601603e-09,"7057/2243/2266/2244/1522/5345/1361",7
"GO:0033700","GO:0033700","phospholipid efflux","6/67","14/18614",5.07616382759672e-12,1.63147905418958e-09,1.15415935448515e-09,"116519/348/335/336/341/344",6
"GO:0034368","GO:0034368","protein-lipid complex remodeling","7/67","30/18614",1.08117785004885e-11,2.48207543575501e-09,1.75589786173347e-09,"116519/348/335/336/55937/341/344",7
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","7/67","30/18614",1.08117785004885e-11,2.48207543575501e-09,1.75589786173347e-09,"116519/348/335/336/55937/341/344",7
"GO:0034367","GO:0034367","protein-containing complex remodeling","7/67","32/18614",1.77747381746967e-11,3.5705005308422e-09,2.52588384587795e-09,"116519/348/335/336/55937/341/344",7
"GO:0050878","GO:0050878","regulation of body fluid levels","14/67","361/18614",3.20064921378847e-11,5.71493698506452e-09,4.04292532268017e-09,"7057/2267/2243/2266/2244/2162/81027/348/66002/5345/2192/83706/1361/5341",14
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","7/67","46/18614",2.71694617922424e-10,4.36613251001335e-08,3.08873881427597e-08,"116519/348/335/336/55937/341/344",7
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","5/67","12/18614",4.03052083458406e-10,5.34458459173348e-08,3.7809264461875e-08,"116519/348/335/336/344",5
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","5/67","12/18614",4.03052083458406e-10,5.34458459173348e-08,3.7809264461875e-08,"116519/348/335/336/344",5
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","7/67","49/18614",4.32355940837182e-10,5.34458459173348e-08,3.7809264461875e-08,"116519/348/335/336/55937/341/344",7
"GO:0042730","GO:0042730","fibrinolysis","6/67","27/18614",4.82395316692843e-10,5.37081730259796e-08,3.7994842870375e-08,"7057/2243/2266/2244/5345/1361",6
"GO:0030195","GO:0030195","negative regulation of blood coagulation","7/67","50/18614",5.01320843428558e-10,5.37081730259796e-08,3.7994842870375e-08,"7057/2243/2266/2244/348/5345/1361",7
"GO:1900047","GO:1900047","negative regulation of hemostasis","7/67","51/18614",5.79436756776901e-10,5.819717925878e-08,4.11705064025693e-08,"7057/2243/2266/2244/348/5345/1361",7
"GO:0050819","GO:0050819","negative regulation of coagulation","7/67","54/18614",8.78879105744458e-10,8.30799248783143e-08,5.87733395791959e-08,"7057/2243/2266/2244/348/5345/1361",7
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","5/67","15/18614",1.51554870658172e-09,1.35304820637601e-07,9.57188656788452e-08,"2243/2266/2244/2162/2192",5
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","5/67","16/18614",2.19831608200999e-09,1.85931260199476e-07,1.31533593826636e-07,"348/335/336/55937/341",5
"GO:0031638","GO:0031638","zymogen activation","7/67","63/18614",2.67671261175439e-09,2.15073858354465e-07,1.52149980036565e-07,"7057/2243/2266/2244/1522/5345/1361",7
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","5/67","18/18614",4.2881796504356e-09,3.13232031738637e-07,2.21590144615811e-07,"348/335/336/55937/344",5
"GO:0072376","GO:0072376","protein activation cascade","5/67","18/18614",4.2881796504356e-09,3.13232031738637e-07,2.21590144615811e-07,"2243/2266/2244/2162/2192",5
"GO:0042060","GO:0042060","wound healing","13/67","439/18614",4.66851407819388e-09,3.26187048854677e-07,2.30754929265419e-07,"7057/2267/2243/2266/2244/2162/81027/348/5345/2192/83706/1361/5341",13
"GO:0030193","GO:0030193","regulation of blood coagulation","7/67","70/18614",5.68605356161582e-09,3.80728669729859e-07,2.69339379234434e-07,"7057/2243/2266/2244/348/5345/1361",7
"GO:0033344","GO:0033344","cholesterol efflux","7/67","71/18614",6.29016545605049e-09,4.04331835514926e-07,2.86036997580401e-07,"116519/348/335/336/55937/341/344",7
"GO:1900046","GO:1900046","regulation of hemostasis","7/67","72/18614",6.94790634959384e-09,4.29434057838358e-07,3.03795095447828e-07,"7057/2243/2266/2244/348/5345/1361",7
"GO:0070527","GO:0070527","platelet aggregation","7/67","73/18614",7.66311999886981e-09,4.42875127883825e-07,3.13303729155033e-07,"2267/2243/2266/2244/81027/83706/5341",7
"GO:0043691","GO:0043691","reverse cholesterol transport","5/67","20/18614",7.71655481067025e-09,4.42875127883825e-07,3.13303729155033e-07,"348/335/336/55937/344",5
"GO:0050818","GO:0050818","regulation of coagulation","7/67","75/18614",9.28240220192626e-09,5.14373115120534e-07,3.6388364348749e-07,"7057/2243/2266/2244/348/5345/1361",7
"GO:0061045","GO:0061045","negative regulation of wound healing","7/67","78/18614",1.22510143163568e-08,6.56246000212847e-07,4.64248963567206e-07,"7057/2243/2266/2244/348/5345/1361",7
"GO:0030168","GO:0030168","platelet activation","8/67","133/18614",2.51539144098047e-08,1.30394646634052e-06,9.2245254881457e-07,"2267/2243/2266/2244/81027/348/83706/5341",8
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","7/67","87/18614",2.64163185522137e-08,1.32659449729398e-06,9.38474474881277e-07,"116519/348/335/336/55937/341/344",7
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","5/67","26/18614",3.21983094076683e-08,1.56796009751888e-06,1.10922405614934e-06,"348/335/336/55937/341",5
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","11/67","345/18614",3.8481471229597e-08,1.81881541958713e-06,1.28668696371408e-06,"7057/3698/5176/5858/2719/5345/335/336/341/197/154796",11
