"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034368","GO:0034368","protein-lipid complex remodeling","8/85","30/18614",7.2775074694644e-13,6.60069927480421e-10,4.85677866909519e-10,"348/116519/335/338/341/344/336/9388",8
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","8/85","30/18614",7.2775074694644e-13,6.60069927480421e-10,4.85677866909519e-10,"348/116519/335/338/341/344/336/9388",8
"GO:0034367","GO:0034367","protein-containing complex remodeling","8/85","32/18614",1.29823711386111e-12,7.82907011482296e-10,5.76061098218274e-10,"348/116519/335/338/341/344/336/9388",8
"GO:0016042","GO:0016042","lipid catabolic process","16/85","330/18614",1.72636606721565e-12,7.82907011482296e-10,5.76061098218274e-10,"32/348/116519/5264/6822/4758/8529/338/5105/3248/341/344/57733/336/63874/9388",16
"GO:0033700","GO:0033700","phospholipid efflux","6/85","14/18614",2.20987314793949e-11,8.01741978072446e-09,5.89919821386793e-09,"348/116519/335/341/344/336",6
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","8/85","46/18614",3.05863958749019e-11,9.24728701951202e-09,6.80413157357468e-09,"348/116519/335/338/341/344/336/9388",8
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","8/85","49/18614",5.22821073615449e-11,1.35485346791203e-08,9.96897926833668e-09,"348/116519/335/338/341/344/336/9388",8
"GO:0044242","GO:0044242","cellular lipid catabolic process","12/85","222/18614",3.76285796337302e-10,8.53228043194832e-08,6.27803144415393e-08,"32/116519/5264/4758/8529/338/5105/341/344/57733/336/9388",12
"GO:0031638","GO:0031638","zymogen activation","8/85","63/18614",4.26406847770088e-10,8.59446690949933e-08,6.32378810494119e-08,"2243/7057/2244/2266/1522/5641/1514/5648",8
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","5/85","12/18614",1.36121412020776e-09,2.2447658309608e-07,1.65169330566836e-07,"348/116519/335/344/336",5
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","5/85","12/18614",1.36121412020776e-09,2.2447658309608e-07,1.65169330566836e-07,"348/116519/335/344/336",5
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance","7/85","55/18614",5.47220835435571e-09,8.21729531497521e-07,6.04626615179514e-07,"348/335/338/341/344/336/9388",7
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","8/85","87/18614",5.88891064469006e-09,8.21729531497521e-07,6.04626615179514e-07,"348/116519/335/338/341/344/336/9388",8
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","5/85","16/18614",7.40035094120388e-09,9.58874043381703e-07,7.0553721755237e-07,"348/335/341/336/9388",5
"GO:1905952","GO:1905952","regulation of lipid localization","10/85","182/18614",1.03471182090074e-08,1.24044031453114e-06,9.12713003438455e-07,"7057/32/348/335/8529/338/341/344/336/9388",10
"GO:0006066","GO:0006066","alcohol metabolic process","13/85","366/18614",1.09410391579373e-08,1.24044031453114e-06,9.12713003438455e-07,"26007/348/1558/6822/3158/2330/335/3422/338/55902/5105/341/336",13
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","5/85","18/18614",1.44123199211923e-08,1.51956072131793e-06,1.11808912820237e-06,"348/335/344/336/9388",5
"GO:0008203","GO:0008203","cholesterol metabolic process","9/85","140/18614",1.50783313030446e-08,1.51956072131793e-06,1.11808912820237e-06,"348/6822/3158/2330/335/3422/338/341/336",9
"GO:0043691","GO:0043691","reverse cholesterol transport","5/85","20/18614",2.58930558078288e-08,2.47210543344218e-06,1.81896923902088e-06,"348/335/344/336/9388",5
"GO:1902652","GO:1902652","secondary alcohol metabolic process","9/85","150/18614",2.75267458279915e-08,2.49667584659883e-06,1.83704808999438e-06,"348/6822/3158/2330/335/3422/338/341/336",9
"GO:0016053","GO:0016053","organic acid biosynthetic process","12/85","331/18614",3.37287865000725e-08,2.66703754781895e-06,1.96239982048072e-06,"2628/32/116519/1558/635/5053/51733/2328/2194/130013/341/344",12
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","12/85","331/18614",3.37287865000725e-08,2.66703754781895e-06,1.96239982048072e-06,"32/348/116519/635/2330/335/338/130013/341/344/27232/2329",12
"GO:0033344","GO:0033344","cholesterol efflux","7/85","71/18614",3.38158013229525e-08,2.66703754781895e-06,1.96239982048072e-06,"348/116519/335/338/341/344/336",7
"GO:0016125","GO:0016125","sterol metabolic process","9/85","155/18614",3.65933750975334e-08,2.76584926778857e-06,2.0351052466523e-06,"348/6822/3158/2330/335/3422/338/341/336",9
"GO:0019216","GO:0019216","regulation of lipid metabolic process","12/85","344/18614",5.14577218124275e-08,3.64590232642966e-06,2.6826461729895e-06,"32/348/116519/2330/335/338/5105/3248/341/344/2329/336",12
"GO:0010876","GO:0010876","lipid localization","14/85","497/18614",5.22565934328396e-08,3.64590232642966e-06,2.6826461729895e-06,"7057/32/348/116519/335/8529/338/341/83758/344/4018/11309/336/9388",14
"GO:0055088","GO:0055088","lipid homeostasis","9/85","172/18614",8.97987484312716e-08,6.03314554275284e-06,4.43917399652446e-06,"348/116519/335/338/344/5424/336/63874/9388",9
"GO:0030301","GO:0030301","cholesterol transport","8/85","124/18614",9.68048477030219e-08,6.27157120476007e-06,4.6146070258433e-06,"348/116519/335/338/341/344/336/9388",8
"GO:0031639","GO:0031639","plasminogen activation","5/85","26/18614",1.07520414688769e-07,6.50140107484756e-06,4.78371529211786e-06,"2243/7057/2244/2266/1522",5
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","5/85","26/18614",1.07520414688769e-07,6.50140107484756e-06,4.78371529211786e-06,"348/335/338/341/336",5
"GO:0006869","GO:0006869","lipid transport","13/85","447/18614",1.13965467819728e-07,6.66881802016086e-06,4.90690027828235e-06,"7057/348/116519/335/8529/338/341/83758/344/4018/11309/336/9388",13
"GO:0044282","GO:0044282","small molecule catabolic process","12/85","388/18614",1.89842807973855e-07,1.05560709012805e-05,7.76713160960001e-06,"26007/32/348/383/5264/6822/1610/5053/51733/8529/130013/5105",12
"GO:0065005","GO:0065005","protein-lipid complex assembly","5/85","29/18614",1.92034365899811e-07,1.05560709012805e-05,7.76713160960001e-06,"348/335/338/341/336",5
"GO:0015918","GO:0015918","sterol transport","8/85","138/18614",2.21562001682934e-07,1.18209844427306e-05,8.69785195461177e-06,"348/116519/335/338/341/344/336/9388",8
"GO:0008202","GO:0008202","steroid metabolic process","11/85","323/18614",2.46542711133172e-07,1.27779565141593e-05,9.4019897057703e-06,"348/1558/6822/3158/2330/335/5641/3422/338/341/336",11
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","11/85","328/18614",2.87370839333075e-07,1.44802972930611e-05,1.0654567961238e-05,"2628/32/116519/1558/635/5053/51733/2194/130013/341/344",11
"GO:0042632","GO:0042632","cholesterol homeostasis","7/85","99/18614",3.41562322544424e-07,1.6436648499385e-05,1.20940464789765e-05,"348/116519/335/338/344/336/9388",7
"GO:0050994","GO:0050994","regulation of lipid catabolic process","6/85","61/18614",3.44317884772123e-07,1.6436648499385e-05,1.20940464789765e-05,"32/116519/3248/341/344/336",6
"GO:0006641","GO:0006641","triglyceride metabolic process","7/85","100/18614",3.65925772052839e-07,1.65947337625963e-05,1.22103652358684e-05,"348/116519/338/5105/341/344/336",7
"GO:0055092","GO:0055092","sterol homeostasis","7/85","100/18614",3.65925772052839e-07,1.65947337625963e-05,1.22103652358684e-05,"348/116519/335/338/344/336/9388",7
"GO:0032368","GO:0032368","regulation of lipid transport","8/85","153/18614",4.88579537595376e-07,2.16166653950735e-05,1.59054904665196e-05,"7057/348/335/8529/341/344/336/9388",8
"GO:0007596","GO:0007596","blood coagulation","9/85","224/18614",8.39775051841583e-07,3.62702843819198e-05,2.66875881136623e-05,"2243/7057/348/2244/2267/2266/81027/8529/83706",9
"GO:0050817","GO:0050817","coagulation","9/85","229/18614",1.00925380725094e-06,4.16606919392896e-05,3.06538370446349e-05,"2243/7057/348/2244/2267/2266/81027/8529/83706",9
"GO:0070527","GO:0070527","platelet aggregation","6/85","73/18614",1.01051292465752e-06,4.16606919392896e-05,3.06538370446349e-05,"2243/2244/2267/2266/81027/83706",6
"GO:0007599","GO:0007599","hemostasis","9/85","230/18614",1.04648581183947e-06,4.21850058372621e-05,3.10396259511683e-05,"2243/7057/348/2244/2267/2266/81027/8529/83706",9
"GO:0032371","GO:0032371","regulation of sterol transport","6/85","79/18614",1.61440405905688e-06,6.23091268750888e-05,4.58469058652659e-05,"348/335/341/344/336/9388",6
"GO:0032374","GO:0032374","regulation of cholesterol transport","6/85","79/18614",1.61440405905688e-06,6.23091268750888e-05,4.58469058652659e-05,"348/335/341/344/336/9388",6
"GO:0006631","GO:0006631","fatty acid metabolic process","11/85","394/18614",1.74279506736723e-06,6.58631302542534e-05,4.84619330136328e-05,"32/116519/1558/5264/8529/2194/5105/3248/341/344/2329",11
"GO:0006639","GO:0006639","acylglycerol metabolic process","7/85","128/18614",1.94982684420779e-06,7.2183385620264e-05,5.31123617283669e-05,"348/116519/338/5105/341/344/336",7
"GO:0006638","GO:0006638","neutral lipid metabolic process","7/85","129/18614",2.0541523630738e-06,7.27433164558911e-05,5.35243574920617e-05,"348/116519/338/5105/341/344/336",7
"GO:0016054","GO:0016054","organic acid catabolic process","9/85","250/18614",2.08525493699357e-06,7.27433164558911e-05,5.35243574920617e-05,"32/383/5264/6822/1610/5053/8529/130013/5105",9
"GO:0046395","GO:0046395","carboxylic acid catabolic process","9/85","250/18614",2.08525493699357e-06,7.27433164558911e-05,5.35243574920617e-05,"32/383/5264/6822/1610/5053/8529/130013/5105",9
"GO:0032369","GO:0032369","negative regulation of lipid transport","5/85","47/18614",2.32558706120973e-06,7.95965080949895e-05,5.85669194362251e-05,"7057/8529/341/344/336",5
"GO:0030168","GO:0030168","platelet activation","7/85","133/18614",2.51937434174779e-06,8.46323158505648e-05,6.22722546849163e-05,"2243/348/2244/2267/2266/81027/83706",7
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","7/85","135/18614",2.78311615512724e-06,9.17922310072876e-05,6.7540503056485e-05,"32/116519/635/130013/341/344/2329",7
"GO:0030195","GO:0030195","negative regulation of blood coagulation","5/85","50/18614",3.17791404830029e-06,0.00010294171577887,7.5744267166255e-05,"2243/7057/348/2244/2266",5
"GO:1900047","GO:1900047","negative regulation of hemostasis","5/85","51/18614",3.51075053585153e-06,0.000111728096000608,8.22092646252953e-05,"2243/7057/348/2244/2266",5
