"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","18/41","481/10955",2.1315431033758e-14,4.00730103434651e-12,2.98416034472612e-12,"CREG1/CTSA/APRT/CTSB/CTSS/PSAP/HEXB/CTSD/ANPEP/FTH1/SERPINA3/LAMP2/FUCA1/FTL/GGH/NPC2/TUBB/ANXA2",18,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","4/41","42/10955",1.70526046209215e-05,0.00126003765528988,0.000938325913513743,"SAA1/FTH1/FTL/CALR",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-1660662","R-HSA-1660662","Glycosphingolipid metabolism","4/41","46/10955",2.45940360698061e-05,0.00126003765528988,0.000938325913513743,"CTSA/PSAP/HEXB/HEXA",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-9020591","R-HSA-9020591","Interleukin-12 signaling","4/41","47/10955",2.68093118146784e-05,0.00126003765528988,0.000938325913513743,"SOD2/HSPA9/ANXA2/P4HB",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","3/41","19/10955",4.52295113365834e-05,0.00170062962625553,0.00126642631742433,"FTH1/FTL/CALR",3,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-447115","R-HSA-447115","Interleukin-12 family signaling","4/41","57/10955",5.7789824455089e-05,0.00181074783292612,0.00134842923728541,"SOD2/HSPA9/ANXA2/P4HB",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2980736","R-HSA-2980736","Peptide hormone metabolism","4/41","89/10955",0.000327651020886184,0.00782896921416015,0.0058300834573533,"DPP4/CTSD/ANPEP/P4HB",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-428157","R-HSA-428157","Sphingolipid metabolism","4/41","90/10955",0.000341967023709713,0.00782896921416015,0.0058300834573533,"CTSA/PSAP/HEXB/HEXA",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-8950505","R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","3/41","38/10955",0.000374791079401284,0.00782896921416015,0.0058300834573533,"SOD2/HSPA9/ANXA2",3,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2160916","R-HSA-2160916","Hyaluronan uptake and degradation","2/41","12/10955",0.000880829594449194,0.0149275048398464,0.0111162270083963,"HEXB/HEXA",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-1679131","R-HSA-1679131","Trafficking and processing of endosomal TLR","2/41","13/10955",0.00103851505734772,0.0149275048398464,0.0111162270083963,"CTSB/CTSS",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2022857","R-HSA-2022857","Keratan sulfate degradation","2/41","13/10955",0.00103851505734772,0.0149275048398464,0.0111162270083963,"HEXB/HEXA",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-75205","R-HSA-75205","Dissolution of Fibrin Clot","2/41","13/10955",0.00103851505734772,0.0149275048398464,0.0111162270083963,"S100A10/ANXA2",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2132295","R-HSA-2132295","MHC class II antigen presentation","4/41","123/10955",0.00111162270083963,0.0149275048398464,0.0111162270083963,"CTSA/CTSB/CTSS/CTSD",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2024101","R-HSA-2024101","CS/DS degradation","2/41","14/10955",0.00120873210957594,0.0151494424400185,0.0112814996893754,"HEXB/HEXA",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","4/41","129/10955",0.00132642859142405,0.0155855359492326,0.0116062501749604,"ANXA5/PSAP/SERPINA3/LAMP2",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","4/41","134/10955",0.00152639382453506,0.0168801199419172,0.0125703020844064,"ANXA5/PSAP/SERPINA3/LAMP2",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2142845","R-HSA-2142845","Hyaluronan metabolism","2/41","17/10955",0.0017936612557178,0.0179035631850282,0.0133324406697018,"HEXB/HEXA",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-1268020","R-HSA-1268020","Mitochondrial protein import","3/41","65/10955",0.00180940266231668,0.0179035631850282,0.0133324406697018,"GRPEL1/HSPD1/HSPA9",3,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","4/41","143/10955",0.00193784575460126,0.0180219978886591,0.0134206367255972,"CTSA/PMM2/HEXB/HEXA",4,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
"R-HSA-2022377","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","2/41","18/10955",0.00201309550883958,0.0180219978886591,0.0134206367255972,"CTSD/ANPEP",2,"Upres_DEq_MS_CTRL.myr_vs_HBV.myr"
