"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","51/213","481/10955",3.6069815743892e-24,2.83508751746991e-21,2.0085192135283e-21,"LAMP2/CTSB/CREG1/SERPINA3/ANPEP/PSAP/CTSD/TUBB/HEXB/NPC2/CTSA/GM2A/NEU1/FUCA1/FTH1/HEBP2/CSTB/GGH/APRT/FTL/SERPINB1/STBD1/ALDOA/CTSZ/FUCA2/PSMB1/CTSS/ANXA2/PYGL/SPTAN1/CAT/PGAM1/CAP1/PSMA5/MIF/DPP7/ARPC5/FLG2/PRDX4/SERPINB6/HSPA8/CPPED1/HSP90AA1/GAA/HSP90AB1/HLA-B/NIT2/STOM/GPI/PPIA/APEH",51,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-9759194","R-HSA-9759194","Nuclear events mediated by NFE2L2","21/213","79/10955",1.18995807474591e-18,4.67653523375144e-16,3.31309379758204e-16,"PSMB10/TXNRD1/PSMB4/PSMB1/PSMA4/PSMB9/TALDO1/PSMA6/PSMA3/PSMA7/TKT/PSMD5/SKP1/PSMB6/PSMA5/PSMA1/PRDX1/PSME1/PSMB2/PSMB3/ME1",21,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-9711123","R-HSA-9711123","Cellular response to chemical stress","29/213","199/10955",1.23747182694713e-17,3.24217618660148e-15,2.29692139107029e-15,"SOD2/PSMB10/P4HB/TXNRD1/PSMB4/PRDX3/PSMB1/TXN2/PSMA4/PSMB9/TALDO1/PSMA6/PSMA3/PSMA7/ERO1A/CAT/TKT/PSMD5/PRDX5/SKP1/PSMB6/PSMA5/PSMA1/PRDX1/PSME1/PSMB2/PSMB3/ME1/FABP1",29,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-9604323","R-HSA-9604323","Negative regulation of NOTCH4 signaling","17/213","54/10955",1.06849115484093e-16,2.09958511926243e-14,1.48745216029172e-14,"PSMB10/PSMB4/YWHAZ/PSMB1/PSMA4/PSMB9/PSMA6/PSMA3/PSMA7/PSMD5/SKP1/PSMB6/PSMA5/PSMA1/PSME1/PSMB2/PSMB3",17,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-71291","R-HSA-71291","Metabolism of amino acids and derivatives","37/213","376/10955",1.80093333272448e-16,2.6284902264033e-14,1.86215525615019e-14,"PSMB10/TXNRD1/PSMB4/NNMT/ACAT1/OTC/GLDC/TST/GCSH/PSMB1/TXN2/PSMA4/PSMB9/PSMA6/ACADSB/PSMA3/DLD/PSMA7/PCBD1/GOT2/PSMD5/PSMB6/HIBCH/PSMA5/GOT1/DMGDH/PSMA1/PSME1/PSPH/PSMB2/GPT/PSMB3/ADI1/RPLP2/RIDA/RPS12/ECHS1",37,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-450408","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","17/213","56/10955",2.14600298733722e-16,2.6284902264033e-14,1.86215525615019e-14,"HSPB1/PSMB10/PSMB4/PSMB1/PSMA4/PSMB9/PSMA6/PSMA3/PSMA7/PSMD5/PSMB6/PSMA5/PSMA1/PSME1/HSPA8/PSMB2/PSMB3",17,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-450531","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","20/213","88/10955",2.34089460366706e-16,2.6284902264033e-14,1.86215525615019e-14,"HSPB1/PSMB10/PSMB4/YWHAZ/YWHAB/PSMB1/PSMA4/PSMB9/PSMA6/ANP32A/PSMA3/PSMA7/PSMD5/PSMB6/PSMA5/PSMA1/PSME1/HSPA8/PSMB2/PSMB3",20,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-9755511","R-HSA-9755511","KEAP1-NFE2L2 pathway","21/213","107/10955",9.84329423095225e-16,9.67103658191058e-14,6.85145085286018e-14,"PSMB10/TXNRD1/PSMB4/PSMB1/PSMA4/PSMB9/TALDO1/PSMA6/PSMA3/PSMA7/TKT/PSMD5/SKP1/PSMB6/PSMA5/PSMA1/PRDX1/PSME1/PSMB2/PSMB3/ME1",21,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-180534","R-HSA-180534","Vpu mediated degradation of CD4","16/213","52/10955",1.32527246070895e-15,1.04166415411724e-13,7.37967507068459e-14,"PSMB10/PSMB4/PSMB1/PSMA4/PSMB9/PSMA6/PSMA3/PSMA7/PSMD5/SKP1/PSMB6/PSMA5/PSMA1/PSME1/PSMB2/PSMB3",16,"Downres_DEq_MS_HBV.myr_vs_CTRL"
"R-HSA-9762114","R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2","16/213","52/10955",1.32527246070895e-15,1.04166415411724e-13,7.37967507068459e-14,"PSMB10/PSMB4/PSMB1/PSMA4/PSMB9/PSMA6/PSMA3/PSMA7/PSMD5/SKP1/PSMB6/PSMA5/PSMA1/PSME1/PSMB2/PSMB3",16,"Downres_DEq_MS_HBV.myr_vs_CTRL"
