Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),79/373,7.035133645210964e-56,1.7587834113027411e-53,0,0,14.886240128235205,1890.46092387884,LGALS3BP;COL18A1;SERPINA1;SERPINE1;PZP;TNC;F13A1;LAMC1;CLU;SERPINA5;COMP;EFEMP1;MDK;EMILIN1;CCN2;CTSD;CTSB;FGB;FGA;VWF;AHSG;SERPINF1;KRT1;SERPINF2;FGG;APOA1;F2;NPNT;HSPG2;COL2A1;F9;PKM;COL6A1;SERPING1;COL6A3;ANG;MATN3;ITIH4;LAMA5;TNXB;ITIH2;SERPINC1;FGL1;SEMA3B;LTBP4;FBLN1;PLG;NID1;ITIH1;THBS1;FBLN5;COCH;THBS4;HSP90B1;THBS3;VTN;CLEC3B;APOH;PSAP;APOE;A2M;TGFB1;AMBP;GDF15;LAMB2;LUM;RARRES2;FN1;APOC3;LAMB1;AGT;COL1A1;FRAS1;SMOC1;OGN;CNTN1;TGFBI;AGRN;FMOD
GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),72/316,3.1602587023721583e-53,3.950323377965197e-51,0,0,16.06658970214731,1942.231483027708,LGALS3BP;APP;PYGB;SERPINA1;HSP90AB1;HEXB;PROS1;SERPINE1;GDI2;OLA1;F13A1;PYGL;CLU;QSOX1;CTSD;SPTAN1;FGB;CCT2;FGA;HSP90AA1;VWF;AHSG;ACTN1;PGAM1;SERPINF2;FGG;APOA1;APRT;F5;EEF1A1;ACLY;PKM;SERPING1;PPIE;ALDOC;ALDOA;PPIA;KPNB1;LTF;ITIH4;VCP;ITIH3;PSMD14;PSMD13;PLG;THBS1;C3;CLEC3B;CAND1;APOH;CCT8;A2M;DYNC1H1;HSPA8;XRCC6;GSN;TGFB1;XRCC5;IDH1;RARRES2;FN1;IGF2;PA2G4;LYZ;TUBB4B;EEF2;PRDX6;PSMC3;PSMC2;ALB;MAN2B1;FERMT3
GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),105/856,1.766077368331703e-50,1.471731140276419e-48,0,0,8.172581485555492,936.2549701037924,APP;PROS1;TNC;C4A;FTH1;PDIA3;APLP2;KRT1;HSPG2;PDIA6;EEF1A1;ACLY;SERPING1;PPIE;PPIB;PPIA;KPNB1;VCP;SDC4;PSMD14;SHMT2;PSMD13;HSP90B1;C3;ADAMTS13;ESD;APOE;APOB;PCK2;HSPA9;HSPA8;XRCC6;TGFB1;HSPA5;IDH1;FN1;PYCR1;LYZ;EEF2;COL1A1;CS;GLUD1;BPIFB2;P4HA1;OGN;ALB;SDC1;HYOU1;COL18A1;SERPINA1;HSP90AB1;HBB;PYGL;ETFB;LAMC1;C1QBP;QSOX1;CTSD;SPTAN1;CTSB;FGA;HSP90AA1;AHSG;PGAM1;FGG;APOA1;F2;F5;COL2A1;F9;PKM;COL6A1;COL6A3;ALDOC;ALDOA;MATN3;LTF;OAT;ITIH2;SERPINC1;AFP;THBS1;HSPD1;CST3;GANAB;ATP5F1B;CAND1;RPS3;GPC3;CCT8;GSN;SERPIND1;F10;LUM;MDH2;LAMB2;LAMB1;HSPE1;PSMC3;PSMC2;NOTUM;P4HB;FMOD;AGRN;HSPA1A
GO_Cellular_Component_2023,Endoplasmic Reticulum Lumen (GO:0005788),49/284,3.2873972135461715e-30,2.054623258466357e-28,0,0,10.667139479905437,724.1649691138307,APP;COL18A1;SERPINA1;TNC;LAMC1;C4A;QSOX1;PDIA3;FGA;AHSG;APLP2;FGG;APOA1;F2;PDIA6;F5;COL2A1;F9;COL6A1;SERPING1;COL6A3;PPIB;MATN3;ITIH2;SERPINC1;AFP;THBS1;HSP90B1;C3;CST3;GANAB;ADAMTS13;ESD;GPC3;APOE;APOB;F10;SERPIND1;HSPA5;LAMB2;FN1;LAMB1;COL1A1;BPIFB2;P4HA1;ALB;HYOU1;NOTUM;P4HB
GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),54/395,5.4470182885716e-28,2.7235091442858e-26,0,0,8.164977632416878,512.5753666572107,YWHAE;RPL30;ARF1;RPLP1;CLTC;RPLP0;GDI2;TNC;RPL10A;ACTB;RPS14;RPS16;YWHAQ;RPS18;CFL1;RAC1;RPS10;RPS13;ACTR3;PDIA3;RPS9;ACTN1;RPL22;HSPG2;YWHAZ;MYH9;EZR;PFN1;TLN1;PPIB;PPIA;GRB7;LRP1;RPL12;CORO1C;HSP90B1;RPS3;FLNA;FLNB;RPS2;HSPA9;HSPA8;NPM1;GSN;HSPA5;HMGA1;PARVB;IGF2R;EHD3;HNRNPK;HYOU1;P4HB;FERMT3;HSPA1A
GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),53/387,1.6113850942231887e-27,6.714104559263286e-26,0,0,8.162821415991546,503.5865204808664,YWHAE;RPL30;ARF1;RPLP1;CLTC;RPLP0;GDI2;TNC;RPL10A;ACTB;RPS14;RPS16;YWHAQ;RPS18;CFL1;RAC1;RPS10;RPS13;ACTR3;PDIA3;RPS9;ACTN1;RPL22;HSPG2;YWHAZ;MYH9;EZR;PFN1;TLN1;PPIB;PPIA;GRB7;LRP1;RPL12;CORO1C;HSP90B1;RPS3;FLNA;FLNB;RPS2;HSPA9;HSPA8;NPM1;GSN;HSPA5;HMGA1;PARVB;IGF2R;EHD3;HNRNPK;HYOU1;P4HB;HSPA1A
GO_Cellular_Component_2023,Platelet Alpha Granule Lumen (GO:0031093),26/66,1.2962020241347074e-26,4.629292943338241e-25,0,0,31.661970074812967,1887.2995550071664,APP;SERPINA1;PROS1;SERPINE1;OLA1;F13A1;PLG;CLU;THBS1;QSOX1;A2M;FGB;FGA;TGFB1;VWF;AHSG;ACTN1;FGG;SERPINF2;FN1;IGF2;F5;ALB;SERPING1;ALDOA;FERMT3
GO_Cellular_Component_2023,Ficolin-1-Rich Granule Lumen (GO:1904813),32/123,6.313050551379445e-26,1.9728282973060766e-24,0,0,17.343830852691614,1006.3687334163576,VCP;HSP90AB1;SERPINA1;PSMD14;PSMD13;HBB;PYGL;CST3;CAND1;FTH1;CCT8;CTSD;CTSB;HSPA8;XRCC6;HSP90AA1;GSN;IDH1;PGAM1;KRT1;EEF2;EEF1A1;ACLY;PKM;PSMC3;PSMC2;PPIE;ALDOC;ALDOA;PPIA;KPNB1;HSPA1A
GO_Cellular_Component_2023,Platelet Alpha Granule (GO:0031091),28/89,2.2354398757584195e-25,6.209555210440054e-24,0,0,22.446937014667817,1274.0923942414663,APP;SERPINA1;PROS1;SERPINE1;OLA1;F13A1;PLG;CLU;THBS1;SERPINA5;QSOX1;A2M;FGB;FGA;TGFB1;VWF;AHSG;ACTN1;APLP2;FGG;SERPINF2;FN1;IGF2;F5;ALB;SERPING1;ALDOA;FERMT3
GO_Cellular_Component_2023,Ficolin-1-Rich Granule (GO:0101002),35/184,2.641399743705091e-23,6.603499359262727e-22,0,0,11.639501438159156,605.1161252320828,VCP;HSP90AB1;SERPINA1;PSMD14;PSMD13;COPB1;HBB;PYGL;CLU;CST3;CAND1;FTH1;RAC1;CCT8;CTSD;CTSB;HSPA8;XRCC6;HSP90AA1;GSN;IDH1;PGAM1;KRT1;EEF2;EEF1A1;ACLY;PKM;PSMC3;PSMC2;PPIE;ALDOC;ALDOA;PPIA;KPNB1;HSPA1A
GO_Cellular_Component_2023,Cytoplasmic Vesicle Lumen (GO:0060205),28/115,5.745701549425989e-22,1.3058412612331791e-20,0,0,15.717685017140552,768.7271406741844,VCP;HSP90AB1;PSMD14;PSMD13;GDI2;PYGL;C3;CAND1;CCT8;HSPA8;XRCC6;HSP90AA1;GSN;XRCC5;AHSG;IDH1;PGAM1;APOA1;EEF2;APRT;EEF1A1;PKM;PSMC3;PSMC2;PPIE;ALDOC;ALDOA;PPIA
GO_Cellular_Component_2023,Vacuolar Lumen (GO:0005775),28/161,8.609591416431053e-18,1.793664878423136e-16,0,0,10.257222002374355,403.0437406822904,PYGB;VCP;SDC4;HEXB;GDI2;C3;PSAP;GPC3;CCT8;APOB;CTSD;HSPA8;CCT2;CD74;DYNC1H1;HSP90AA1;LUM;PA2G4;LYZ;TUBB4B;HSPG2;PRDX6;ACLY;OGN;SDC1;MAN2B1;AGRN;FMOD
GO_Cellular_Component_2023,Vesicle (GO:0031982),30/235,3.737158068751232e-15,7.186842439906217e-14,0,0,7.13939915217792,237.17405932598552,CLTC;GDI2;TYRP1;C8B;ACTB;CORO1C;CST3;TUBA1C;OLFML3;CFL1;APOE;RPS27A;CLIC1;SPTAN1;FGB;FGA;APLP2;APOA1;TUBB4B;YWHAZ;F5;MYL6;PKM;OGN;COL6A3;TAGLN2;EZR;PPIA;GAPDH;HSPA1A
GO_Cellular_Component_2023,Lysosomal Lumen (GO:0043202),17/86,2.99445145015858e-12,5.347234732426036e-11,0,0,11.720325203252033,310.99015688798784,CD74;HSPA8;HSP90AA1;SDC4;LUM;HEXB;HSPG2;PSAP;OGN;GPC3;SDC1;MAN2B1;APOB;AGRN;FMOD;CTSD;CTSB
GO_Cellular_Component_2023,Cytosolic Small Ribosomal Subunit (GO:0022627),12/41,3.470798228926485e-11,5.784663714877474e-10,0,0,19.487162442874947,469.3298222704897,RPS14;RPS25;RPS9;RPS16;RPS18;RACK1;RPS3;RPSA;RPS2;RPS27A;RPS10;RPS13
GO_Cellular_Component_2023,Small Ribosomal Subunit (GO:0015935),12/42,4.766225690990021e-11,7.447227642171907e-10,0,0,18.836626506024096,447.68786609150345,RPS14;RPS25;RPS9;RPS16;RPS18;RACK1;RPS3;RPSA;RPS2;RPS27A;RPS10;RPS13
GO_Cellular_Component_2023,Basement Membrane (GO:0005604),12/46,1.5525152360764115e-10,2.2831106412888404e-09,0,0,16.61715095676825,375.31454912261546,LAMA5;FRAS1;LAMB2;SMOC1;TNC;LAMB1;ANG;LAMC1;NID1;AGRN;HSPG2;THBS4
GO_Cellular_Component_2023,High-Density Lipoprotein Particle (GO:0034364),8/18,1.467292498486963e-09,2.03790624789856e-08,0,0,37.35178997613365,759.7296922518836,APOM;APOC2;APOH;APOC3;LCAT;APOE;CLU;PLTP
GO_Cellular_Component_2023,Extracellular Membrane-Bounded Organelle (GO:0065010),12/57,2.282529123498465e-09,2.8808068057099812e-08,0,0,12.548112449799197,249.68211244860723,FGB;FGA;PKM;OLFML3;CLTC;OGN;COL6A3;APOE;C8B;TUBB4B;SPTAN1;F5
GO_Cellular_Component_2023,Actin Cytoskeleton (GO:0015629),27/327,2.3180508300883653e-09,2.8808068057099812e-08,0,0,4.336425,86.21913989357489,NOTCH3;WDR1;DHX9;SLC2A1;ACTB;CORO1C;CFL1;FLNA;FLNB;RAC1;SPTAN1;SPTBN1;ACTR3;GSN;ACTN1;PARVB;SEPTIN9;H1-0;EEF1A1;ACTA1;MYH9;TAGLN2;ANG;HNRNPC;EZR;ALDOA;FERMT3
GO_Cellular_Component_2023,Cytoskeleton (GO:0005856),38/599,2.419877716796384e-09,2.8808068057099812e-08,0,0,3.310540762226835,65.67963510028984,NOTCH3;SHMT2;DHX9;CLU;ACTB;CORO1C;PPP2CA;TUBA1C;TUBB3;TUBB1;CFL1;FLNA;FLNB;RAC1;CCT8;SPTAN1;SPTBN1;ACTR3;CCT3;GSN;KRT1;KRT8;PARVB;TUBB4B;SEPTIN9;H1-0;TUBA4A;EML4;ACTA1;MYH9;ANG;TAGLN2;ALDOC;HNRNPC;P4HB;EZR;ALDOA;GAPDH
GO_Cellular_Component_2023,Polymeric Cytoskeletal Fiber (GO:0099513),24/265,2.9812405509338403e-09,3.387773353333909e-08,0,0,4.77711767552485,93.779245161767,CCT3;CCT2;DYNC1H1;ACTN1;KRT2;KRT8;KRT10;SEPTIN9;TUBB4B;TUBA4A;EML4;TUBA1C;ACTA1;KRT18;TUBB3;DPYSL2;TCP1;TUBB1;RAC1;CCT8;EZR;CCT7;CCT5;CCT4
GO_Cellular_Component_2023,Extracellular Vesicle (GO:1903561),12/60,4.262195391897466e-09,4.63282107814942e-08,0,0,11.762048192771084,226.6956177656112,FGB;FGA;PKM;OLFML3;CLTC;OGN;COL6A3;APOE;C8B;TUBB4B;SPTAN1;F5
GO_Cellular_Component_2023,Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385),7/14,5.8061478090442505e-09,5.80614780904425e-08,0,0,46.58571428571429,883.4677214732814,APOM;APOC2;APOH;APOC3;APOE;APOB;PCYOX1
GO_Cellular_Component_2023,Very-Low-Density Lipoprotein Particle (GO:0034361),7/14,5.8061478090442505e-09,5.80614780904425e-08,0,0,46.58571428571429,883.4677214732814,APOM;APOC2;APOH;APOC3;APOE;APOB;PCYOX1
GO_Cellular_Component_2023,Azurophil Granule (GO:0042582),18/155,6.086952922142705e-09,5.8528393482141393e-08,0,0,6.243606446201346,118.1110412721139,PIGR;PYGB;CCT2;DYNC1H1;VCP;B4GALT1;HEXB;GDI2;PA2G4;LYZ;TUBB4B;PRDX6;C3;RAP1B;ACLY;PSAP;MAN2B1;CCT8
GO_Cellular_Component_2023,Golgi Lumen (GO:0005796),14/100,2.749876644623296e-08,2.546182078354903e-07,0,0,7.681119432400473,133.72156595575652,APP;TGFB1;SDC4;F10;LUM;PROS1;F2;HSPG2;F9;OGN;GPC3;SDC1;AGRN;FMOD
GO_Cellular_Component_2023,Azurophil Granule Lumen (GO:0035578),13/89,5.1536539725590686e-08,4.601476761213454e-07,0,0,8.055587337909992,135.18060788808643,PYGB;CCT2;DYNC1H1;VCP;HEXB;GDI2;PA2G4;LYZ;TUBB4B;PRDX6;C3;MAN2B1;CCT8
