"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","19/87","47/10955",9.0121262112425e-29,2.25837794101703e-26,1.72755945798622e-26,"CFHR2/VTN/C3/C4A/C5/F2/C2/C4BPA/C1R/CFH/C6/CLU/CFI/C1S/CPB2/SERPING1/CPN2/C4B/C7",19,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-166658","R-HSA-166658","Complement cascade","20/87","58/10955",1.402719218023e-28,2.25837794101703e-26,1.72755945798622e-26,"CFHR2/VTN/C3/C4A/C5/F2/C2/C4BPA/C1R/CFH/C6/CLU/MASP2/CFI/C1S/CPB2/SERPING1/CPN2/C4B/C7",20,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","20/87","125/10955",3.66370348216571e-21,3.93237507085786e-19,3.00809338535711e-19,"FGA/FGG/ALB/AHSG/PLG/C3/C4A/F5/F2/APOE/KNG1/FN1/CP/APOA1/SERPIND1/SPP2/C4B/IGFBP2/IGF2/APOL1",20,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-114608","R-HSA-114608","Platelet degranulation ","20/87","129/10955",7.08120632736038e-21,5.7003710935251e-19,4.36053231737455e-19,"FGA/APOH/FGG/ALB/FGB/AHSG/A1BG/PLG/F5/HRG/KNG1/FN1/APOA1/CLU/SERPINE1/SPP2/SELENOP/ITIH4/SERPING1/IGF2",20,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","20/87","134/10955",1.56358731275302e-20,1.00695022941294e-18,7.70272486703593e-19,"FGA/APOH/FGG/ALB/FGB/AHSG/A1BG/PLG/F5/HRG/KNG1/FN1/APOA1/CLU/SERPINE1/SPP2/SELENOP/ITIH4/SERPING1/IGF2",20,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","22/87","263/10955",5.47890811831592e-17,2.94034735682954e-15,2.24923596436127e-15,"FGA/APOH/FGG/ALB/GNB4/FGB/AHSG/A1BG/PLG/F5/HRG/F2/KNG1/FN1/APOA1/CLU/SERPINE1/SPP2/SELENOP/ITIH4/SERPING1/IGF2",22,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","16/87","108/10955",1.68378095657295e-16,7.74539240023556e-15,5.92488336598602e-15,"FGA/FGG/ALB/AHSG/C3/C4A/F5/APOE/KNG1/FN1/CP/APOA1/SERPIND1/SPP2/C4B/APOL1",16,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","11/87","39/10955",5.77339360487738e-15,2.32379092596315e-13,1.77759750465962e-13,"FGA/FGG/FGB/F5/F2/KNG1/KLKB1/F10/SERPIND1/SERPING1/F9",11,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","7/87","22/10955",2.41376878668321e-10,8.6359283256888e-09,6.60610404776456e-09,"FGA/FGG/FGB/F5/F2/F10/SERPIND1",7,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-140837","R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation","7/87","23/10955",3.44761458874774e-10,9.27651102838593e-09,7.09612154508764e-09,"F2/KNG1/KLKB1/F10/SERPIND1/SERPING1/F9",7,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","7/87","23/10955",3.44761458874774e-10,9.27651102838593e-09,7.09612154508764e-09,"C3/C4A/C2/C1R/MASP2/C1S/C4B",7,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-2168880","R-HSA-2168880","Scavenging of heme from plasma","6/87","13/10955",3.45708485529911e-10,9.27651102838593e-09,7.09612154508764e-09,"ALB/AMBP/HPR/APOA1/HP/APOL1",6,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","7/87","42/10955",3.35885176639529e-08,8.31961745214832e-07,6.36414018895949e-07,"ALB/AMBP/HPR/APOE/APOA1/HP/APOL1",7,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-9651496","R-HSA-9651496","Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)","5/87","16/10955",1.14688750394678e-07,2.46198517513908e-06,1.88331000648102e-06,"F2/KLKB1/F10/SERPING1/F9",5,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-9671793","R-HSA-9671793","Diseases of hemostasis","5/87","16/10955",1.14688750394678e-07,2.46198517513908e-06,1.88331000648102e-06,"F2/KLKB1/F10/SERPING1/F9",5,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","12/87","300/10955",4.03687225102976e-06,8.12420540519738e-05,6.21465859698002e-05,"FGA/FGG/FGB/PLG/VTN/HTRA1/TTR/KLKB1/FN1/NID1/SERPINE1/COL2A1",12,"Upres_DEq_MS_CTRL_vs_CTRL.myr"
