"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0045725","positive regulation of glycogen biosynthetic process","2/17","17/18860",0.117647058823529,130.519031141869,16.0469238080522,0.000103179337101387,0.0191310162020582,0.0137227875366855,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0019373","epoxygenase P450 pathway","2/17","18/18860",0.111111111111111,123.267973856209,15.588137757171,0.00011601522580846,0.0191310162020582,0.0137227875366855,"1549/1548",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0070875","positive regulation of glycogen metabolic process","2/17","21/18860",0.0952380952380952,105.658263305322,14.4132863535005,0.000158983514144528,0.0191310162020582,0.0137227875366855,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0005979","regulation of glycogen biosynthetic process","2/17","32/18860",0.0625,69.3382352941177,11.6210513710988,0.00037332077608593,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0010962","regulation of glucan biosynthetic process","2/17","32/18860",0.0625,69.3382352941177,11.6210513710988,0.00037332077608593,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0009410","response to xenobiotic stimulus","4/17","443/18860",0.0090293453724605,10.0172619838003,5.76867236442552,0.000560539815547404,0.0267147501784988,0.0191626433704934,"123/1549/1548/1536",4,"Down_C_vs_res_DEq_MS_BM1"
"GO:0032885","regulation of polysaccharide biosynthetic process","2/17","40/18860",0.05,55.4705882352941,10.3583604211523,0.000584593357485545,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0070873","regulation of glycogen metabolic process","2/17","41/18860",0.0487804878048781,54.1176470588235,10.2268350933033,0.000614246941810957,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0005978","glycogen biosynthetic process","2/17","45/18860",0.0444444444444444,49.3071895424837,9.74483935039335,0.000740020780567835,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0009250","glucan biosynthetic process","2/17","45/18860",0.0444444444444444,49.3071895424837,9.74483935039335,0.000740020780567835,0.0267147501784988,0.0191626433704934,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0032881","regulation of polysaccharide metabolic process","2/17","49/18860",0.0408163265306122,45.2821128451381,9.32243146986717,0.000877194122650203,0.0274739035563477,0.0197071884381441,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0010907","positive regulation of glucose metabolic process","2/17","50/18860",0.04,44.3764705882353,9.22472829183684,0.000913259952011557,0.0274739035563477,0.0197071884381441,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0019369","arachidonate metabolic process","2/17","53/18860",0.0377358490566038,41.8645948945616,8.9481681663324,0.00102569297341847,0.0284827048772359,0.0204308074057444,"1549/1548",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0000271","polysaccharide biosynthetic process","2/17","59/18860",0.0338983050847458,37.6071784646062,8.45883501724033,0.00126951553210852,0.0315898246267552,0.022659562204933,"2645/648791",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0019748","secondary metabolic process","2/17","60/18860",0.0333333333333333,36.9803921568627,8.38438784954721,0.00131259659113941,0.0315898246267552,0.022659562204933,"1549/1548",2,"Down_C_vs_res_DEq_MS_BM1"
"GO:0050918","positive chemotaxis","2/17","72/18860",0.0277777777777778,30.8169934640523,7.61374959602183,0.00188347260897381,0.0424958507399716,0.0304825172241814,"10457/6275",2,"Down_C_vs_res_DEq_MS_BM1"
