"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","13/74","154/9521",0.0844155844155844,10.8610916110916,10.9187386320894,1.39459109228056e-10,2.2592375694945e-08,1.93774762295825e-08,"7057/3915/1311/3911/2243/2266/2244/29780/2335/1291/7060/3909/83706",13,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","10/74","89/9521",0.112359550561798,14.4564227148497,11.2878207722944,1.33896440293812e-09,1.08456116637988e-07,9.30227900988591e-08,"7057/3915/1311/375790/3339/3911/2335/1291/7060/3909",10,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","9/74","203/9521",0.0443349753694581,5.70423379044069,5.99601815838875,2.54173057320525e-05,0.00137253450953083,0.00117722258127401,"7057/3915/1311/3911/29780/2335/1291/7060/3909",9,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","11/74","333/9521",0.033033033033033,4.25010145280416,5.34313217581876,4.72025819974122e-05,0.00191170457089519,0.00163966863780484,"7057/3915/1311/3911/4599/1026/2335/1291/7060/3909/3516",11,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","9/74","233/9521",0.0386266094420601,4.96978308780884,5.42963968873835,7.46900589092244e-05,0.00216471536928421,0.00185667595026326,"7057/1311/375790/3339/7431/2335/1291/7060/4811",9,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","6/74","93/9521",0.0645161290322581,8.30078465562337,6.26164731345493,8.01746433068226e-05,0.00216471536928421,0.00185667595026326,"3915/3911/1643/1026/2335/3909",6,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","7/74","159/9521",0.0440251572327044,5.6643719190889,5.24922021016248,0.000223525822440725,0.00517302617648535,0.00443690354318431,"7057/1311/4353/10381/7060/9902/78989",7,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","5/74","75/9521",0.0666666666666667,8.57747747747748,5.83067307995946,0.000279663337255769,0.00566318257942933,0.00485731059444231,"7057/1643/50484/1026/8797",5,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","5/74","88/9521",0.0568181818181818,7.31035012285012,5.26328941584078,0.000587023969062692,0.00957278380138202,0.00821057480040563,"727/2243/2266/2244/2162",5,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","4/74","50/9521",0.08,10.292972972973,5.83081328108193,0.000590912580332223,0.00957278380138202,0.00821057480040563,"7057/1311/3040/7060",4,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","4/74","59/9521",0.0677966101694915,8.72285845167201,5.26623197061482,0.00110787220128982,0.0163159360553591,0.0139941751741872,"50484/9027/221357/2940",4,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","9/74","362/9521",0.0248618784530387,3.19878303718083,3.77485270431759,0.00187144612263585,0.025264522655584,0.0216693761568362,"7057/3915/1311/3911/1026/2335/1291/7060/3909",9,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","7/74","238/9521",0.0294117647058824,3.78418124006359,3.84972034768579,0.00241995529228302,0.0301563659499884,0.0258651091968711,"4599/727/2243/8829/2266/2244/2162",7,"Upres_DEq_MS_CTRL_vs_HBV"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","4/74","81/9521",0.0493827160493827,6.35368702035369,4.28249502539875,0.00356202573866399,0.0412177264045404,0.0353524359025298,"4353/50484/221357/2940",4,"Upres_DEq_MS_CTRL_vs_HBV"
