"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","22/229","67/9521",0.328358208955224,13.651958547872,16.314320034439,9.21690046090409e-20,2.08301950416432e-17,1.63963808199241e-17,"230/126/5313/3939/2821/5105/125/130/229/2203/7167/127/10327/55902/5236/5211/124/5230/2027/5232/2645/2538",22,"Downres_DEq_MS_C_vs_BDM"
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","21/229","117/9521",0.179487179487179,7.46243421789273,11.0411515450566,4.11440558231758e-13,4.64927830801887e-11,3.65965549164037e-11,"230/48/26227/26007/5313/6470/2821/229/2203/7167/9104/2875/55902/5211/55753/39/5230/2027/414328/5232/2645",21,"Downres_DEq_MS_C_vs_BDM"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","17/229","73/9521",0.232876712328767,9.6821798169528,11.6896599779828,8.9241909742489e-13,5.05432343876445e-11,3.97848468165437e-11,"126/1571/2944/316/1558/125/130/1559/127/124/1548/2938/1549/1576/1557/2326/1555",17,"Downres_DEq_MS_C_vs_BDM"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","10/229","17/9521",0.588235294117647,24.4567171846905,15.1956783893128,8.94570520135301e-13,5.05432343876445e-11,3.97848468165437e-11,"6342/6718/570/1109/1582/1593/80270/10998/51302/1581",10,"Downres_DEq_MS_C_vs_BDM"
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","17/229","75/9521",0.226666666666667,9.42398835516739,11.4975692418732,1.43560443168473e-12,6.48893203121497e-11,5.10772945167829e-11,"230/48/26227/875/5313/1491/6470/2752/383/229/7167/2875/5211/5230/2027/162417/5232",17,"Downres_DEq_MS_C_vs_BDM"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","14/229","47/9521",0.297872340425532,12.3844652977794,12.2822092237258,2.46634568684023e-12,9.28990208709819e-11,7.3124986153684e-11,"126/5313/134526/3939/32/5105/125/130/127/10327/55902/39/124/9380",14,"Downres_DEq_MS_C_vs_BDM"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","16/229","79/9521",0.20253164556962,8.42054060029849,10.3967764993166,4.18023225224448e-11,1.33519019496046e-09,1.05098809011793e-09,"126/1571/2944/125/130/1559/127/124/1548/2938/1549/3290/22977/1576/246181/1555",16,"Downres_DEq_MS_C_vs_BDM"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","15/229","68/9521",0.220588235294118,9.17126894425893,10.615507146828,4.72633697331138e-11,1.33519019496046e-09,1.05098809011793e-09,"126/316/1558/125/130/1559/127/124/1548/1549/1576/8608/8630/1555/157506",15,"Downres_DEq_MS_C_vs_BDM"
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","15/229","90/9521",0.166666666666667,6.92940320232897,8.87227471773193,3.05083004174126e-09,7.66097321592806e-08,6.03029563806168e-08,"570/5244/8647/6580/760/1576/10864/64241/10998/366/8671/28234/6554/1581/64240",15,"Downres_DEq_MS_C_vs_BDM"
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","10/229","35/9521",0.285714285714286,11.8789769182782,10.1219020925806,5.77317569425698e-09,1.30473770690208e-07,1.02701757087308e-07,"230/26007/3795/229/2203/7167/6652/5211/5207/51171",10,"Downres_DEq_MS_C_vs_BDM"
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","9/229","31/9521",0.290322580645161,12.0705733201859,9.69168896963519,2.92859496029719e-08,6.01693146388332e-07,4.73619663435623e-07,"230/2821/229/2203/9104/5236/5211/64080/414328",9,"Downres_DEq_MS_C_vs_BDM"
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/229","37/9521",0.243243243243243,10.1131830520477,8.71880165577189,1.59353380534386e-07,3.0011553333976e-06,2.3623439745887e-06,"126/316/125/130/1644/127/6898/124/4282",9,"Downres_DEq_MS_C_vs_BDM"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","14/229","107/9521",0.130841121495327,5.4399053177162,7.25036908867219,2.44264006977582e-07,3.9219747877113e-06,3.08716226885519e-06,"5257/3939/5261/32/5105/2203/5836/5256/5211/2998/5207/2645/2538/2308",14,"Downres_DEq_MS_C_vs_BDM"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","11/229","63/9521",0.174603174603175,7.25937478339225,7.82497917894709,2.51101285214064e-07,3.9219747877113e-06,3.08716226885519e-06,"1571/2053/1558/3248/1559/247/8529/1557/1555/4051/11283",11,"Downres_DEq_MS_C_vs_BDM"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","9/229","39/9521",0.230769230769231,9.5945582801478,8.44281948410817,2.60308061131281e-07,3.9219747877113e-06,3.08716226885519e-06,"10840/27232/635/875/4522/10841/1491/6470/23743",9,"Downres_DEq_MS_C_vs_BDM"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","10/229","51/9521",0.196078431372549,8.15223906156349,8.03958693110796,2.86740767490121e-07,4.05021334079796e-06,3.1881045859099e-06,"8647/1593/64241/26119/341/345/344/4018/1581/64240",10,"Downres_DEq_MS_C_vs_BDM"
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","9/229","40/9521",0.225,9.3546943231441,8.31218311375577,3.28917199908865e-07,4.37266395172962e-06,3.44191992474292e-06,"178/2821/5836/5236/2998/2548/57733/2645/2538",9,"Downres_DEq_MS_C_vs_BDM"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","12/229","81/9521",0.148148148148148,6.1594695131813,7.32054100607959,4.59183144472361e-07,5.76529948059743e-06,4.53812581379117e-06,"1806/51733/7498/1571/2944/1807/2990/1548/2938/1549/1576/3251",12,"Downres_DEq_MS_C_vs_BDM"
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","15/229","138/9521",0.108695652173913,4.51917600151889,6.53719270220381,1.04196940166951e-06,1.23939518303847e-05,9.75583539513284e-06,"2194/5313/5257/5261/32/5105/2203/5836/5256/2998/2645/2538/5507/90673/2308",15,"Downres_DEq_MS_C_vs_BDM"
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","9/229","52/9521",0.173076923076923,7.19591871011085,7.03294044079604,3.4425399757227e-06,3.89007017256665e-05,3.06204871524809e-05,"26227/27232/635/875/1491/3939/6898/23743/1036",9,"Downres_DEq_MS_C_vs_BDM"
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","15/229","154/9521",0.0974025974025974,4.04965122214031,5.98951819505967,4.17922843318186e-06,4.49764583761477e-05,3.5402987729711e-05,"122622/4522/210/6470/554235/23498/9104/10327/55191/2990/125061/6999/55163/8630/57026",15,"Downres_DEq_MS_C_vs_BDM"
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/229","42/9521",0.19047619047619,7.91931794551882,7.05485814174884,5.77586367195113e-06,5.93338722664071e-05,4.67043521798919e-05,"64577/316/1644/23498/130013/125061/39/6999",8,"Downres_DEq_MS_C_vs_BDM"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/229","71/9521",0.140845070422535,5.85583369210899,6.447015124199,6.80148537401847e-06,6.68319867186162e-05,5.26064543802802e-05,"1571/2944/1558/1559/1548/2938/1549/3290/1576/1557",10,"Downres_DEq_MS_C_vs_BDM"
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","7/229","32/9521",0.21875,9.09484170305677,7.20036879452926,8.56283018572149e-06,8.06333175822107e-05,6.34701009380233e-05,"48/6470/2752/55902/125061/39/9380",7,"Downres_DEq_MS_C_vs_BDM"
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","6/229","22/9521",0.272727272727273,11.3390234219929,7.62137850086844,9.79704748477837e-06,8.85653092623965e-05,6.97137273653703e-05,"10841/144193/443/55748/131669/3034",6,"Downres_DEq_MS_C_vs_BDM"
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","10/229","76/9521",0.131578947368421,5.47058147552287,6.14258880682906,1.26578006316579e-05,0.000110025497798257,8.66060043218695e-05,"6342/5105/116519/123/1582/1593/2168/10998/345/1581",10,"Downres_DEq_MS_C_vs_BDM"
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","7/229","41/9521",0.170731707317073,7.09841303653211,6.14308054543863,4.75700011560288e-05,0.000398178528194908,0.000313424179156681,"26227/27232/635/875/1491/6470/9380",7,"Downres_DEq_MS_C_vs_BDM"
"hsa04981","Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","6/229","31/9521",0.193548387096774,8.04704888012396,6.16931065127802,8.0643976478673e-05,0.000650912095863575,0.000512362106199088,"635/4522/6470/23743/11309/28234",6,"Downres_DEq_MS_C_vs_BDM"
"hsa00052","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","6/229","32/9521",0.1875,7.79557860262009,6.04467312715939,9.72780871616618e-05,0.000758098196501226,0.000596733093659559,"5236/5211/2548/2582/2645/2538",6,"Downres_DEq_MS_C_vs_BDM"
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","8/229","64/9521",0.125,5.19705240174673,5.28858268586206,0.000137408520939052,0.00103514419107419,0.000814808422410519,"1571/6718/1109/3290/1576/8630/6716/1581",8,"Downres_DEq_MS_C_vs_BDM"
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","5/229","23/9521",0.217391304347826,9.03835200303778,6.05893746905543,0.000181925178775222,0.00128484657510001,0.0010113603688491,"2752/383/27165/2875/162417",5,"Downres_DEq_MS_C_vs_BDM"
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","5/229","23/9521",0.217391304347826,9.03835200303778,6.05893746905543,0.000181925178775222,0.00128484657510001,0.0010113603688491,"27165/5105/10991/760/8671",5,"Downres_DEq_MS_C_vs_BDM"
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","6/229","36/9521",0.166666666666667,6.92940320232897,5.59532324665737,0.000192946751008161,0.00132139290084377,0.00104012762106473,"51181/10327/6652/2990/51084/55277",6,"Downres_DEq_MS_C_vs_BDM"
"hsa01250","Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","6/229","37/9521",0.162162162162162,6.74212203469845,5.4936264110841,0.000225715393723915,0.00150034349945896,0.00118098766375671,"2821/5236/6675/2582/64841/2645",6,"Downres_DEq_MS_C_vs_BDM"
"hsa00520","Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","6/229","38/9521",0.157894736842105,6.56469777062744,5.39562949147795,0.000262713248028046,0.0016963769729811,0.00133529440351097,"2821/5236/6675/2582/64841/2645",6,"Downres_DEq_MS_C_vs_BDM"
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","10/229","110/9521",0.0909090909090909,3.77967447399762,4.60313815429837,0.000304937804358552,0.00191433177180647,0.00150685640165484,"230/7018/3939/229/5211/5230/2027/5163/5232/1536",10,"Downres_DEq_MS_C_vs_BDM"
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","6/229","43/9521",0.13953488372093,5.80136082055448,4.95361026560735,0.000524846177407128,0.00320581719173003,0.00252344250303854,"126/125/130/127/39/124",6,"Downres_DEq_MS_C_vs_BDM"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","5/229","30/9521",0.166666666666667,6.92940320232897,5.10619315444028,0.00067170107180135,0.00399485374281855,0.00314452856328056,"1571/1558/1559/1576/1557",5,"Downres_DEq_MS_C_vs_BDM"
