"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","39/544","183/9521",0.213114754098361,3.72989995178399,9.17904824208511,4.2310176933521e-13,1.34969464417932e-10,1.11342570877687e-10,"6772/23586/64135/6890/3134/5371/4938/5610/3105/4940/4939/6672/10379/6891/3106/6773/684/3107/3678/7098/6892/972/3716/567/841/5819/56829/3459/355/3133/6732/6714/578/3717/3455/3665/148022/55080/7097",39,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","48/544","333/9521",0.144144144144144,2.52278749337573,6.96310968306271,2.01276686501949e-09,3.21036314970608e-07,2.64837745397301e-07,"4599/7057/6772/9636/3134/5610/3105/2335/3655/3675/8638/10379/3106/6773/3107/3678/7098/3915/3911/3716/3673/1291/841/3371/10312/1311/355/3066/3133/4193/5520/3679/527/578/7060/3996/537/3455/5663/148022/5526/23545/4854/245972/4851/1292/3265/3909",48,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","35/544","205/9521",0.170731707317073,2.988118723099,7.08364547527724,4.16844001232748e-09,4.43244121310822e-07,3.65652632660305e-07,"6772/23586/9636/6890/3134/4938/5610/3105/7431/4940/4939/10379/6891/3106/6773/3107/6892/7128/3716/567/8737/958/960/4067/841/355/3066/3133/4193/578/965/3455/3665/55080/7097",35,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","29/544","173/9521",0.167630057803468,2.9338341550493,6.31880913826727,1.3797308991545e-07,1.10033539207572e-05,9.07717696812173e-06,"4599/6772/23586/64135/5371/4938/5610/4940/4939/10241/10379/834/6773/7098/3606/3716/841/3459/103/355/3838/7706/8743/578/3717/3455/3665/148022/7113",29,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","19/544","89/9521",0.213483146067416,3.73634748843358,6.38434968522504,4.67254596755027e-07,2.98108432729707e-05,2.4592347197633e-05,"7057/2335/3655/3675/3678/375790/3339/3915/3911/3673/1291/960/3371/961/1311/3679/7060/1292/3909",19,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","28/544","189/9521",0.148148148148148,2.59286492374728,5.44471055540952,2.96043528504206e-06,0.000135397741337012,0.000111695876371071,"6772/115361/4938/4940/4939/10379/834/6773/10616/3606/2633/7128/3716/8737/2635/837/841/2634/55072/8767/5580/5331/3455/3665/114769/148022/3710/22900",28,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","25/544","159/9521",0.157232704402516,2.75186135775065,5.48360657331495,3.39555464168056e-06,0.000135397741337012,0.000111695876371071,"7057/6890/3134/3105/6891/3106/3107/3678/4353/3673/83547/10312/1311/23673/3133/78989/9902/527/7060/10381/537/23545/245972/7097/3684",25,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","25/544","159/9521",0.157232704402516,2.75186135775065,5.48360657331495,3.39555464168056e-06,0.000135397741337012,0.000111695876371071,"4599/3434/6772/23586/4938/5610/4940/4939/10379/6773/7098/3716/8737/841/355/5520/10197/578/137075/3455/9069/3665/148022/9076/3265",25,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","24/544","154/9521",0.155844155844156,2.72755920550038,5.32041307212768,6.23221935583781e-06,0.000220897552723585,0.000182228636135608,"7057/2266/2335/2243/2244/3655/3675/3678/3915/3911/3673/1291/3371/83706/1311/3679/6714/7060/29780/3684/1292/56034/5154/3909",24,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","10/544","36/9521",0.277777777777778,4.86162173202614,5.71418930653538,2.24680065263865e-05,0.000716729408191729,0.00059126332964175,"4172/4171/2237/4176/4174/246243/4173/4175/57804/5424",10,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","24/544","168/9521",0.142857142857143,2.50026260504202,4.82946218082947,2.79445154001121e-05,0.000810390946603252,0.000668529076557707,"6772/5610/197259/10379/834/6773/2495/10616/7098/8878/2512/7128/3716/8737/841/3459/355/55072/8743/3717/3455/148022/55506/9555",24,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","11/544","51/9521",0.215686274509804,3.77490628604383,4.89114717235699,0.000112694379900942,0.0028508690939458,0.00235181413458654,"338/27329/348/3988/51129/57552/3931/5360/255738/6646/6272",11,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","20/544","139/9521",0.143884892086331,2.51825010579771,4.43869513635861,0.000116179618248575,0.0028508690939458,0.00235181413458654,"4599/6772/23586/64135/4938/5610/4940/4939/10379/6773/7128/3716/841/103/355/578/3455/3665/25898/7097",20,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","25/544","196/9521",0.127551020408163,2.23237732593037,4.29140621841495,0.000128243448537969,0.00292211857740086,0.00241059113793175,"6772/3134/5610/3105/10379/3106/6773/3107/7098/3716/4067/841/3459/355/3133/6714/578/3717/3455/3665/148022/3710/59345/2247/3265",25,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","19/544","133/9521",0.142857142857143,2.50026260504202,4.28902794441095,0.000188261287700308,0.00399643795930342,0.00329684702136893,"950/2629/3988/10312/968/5641/57707/6448/967/527/4758/54/537/1519/3373/23545/10947/245972/6272",19,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","14/544","82/9521",0.170731707317073,2.988118723099,4.45080492450364,0.000200448298899231,0.00399643795930342,0.00329684702136893,"6890/3134/3105/6891/3106/3107/6892/972/567/5641/3133/10197/10437/55080",14,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","25/544","203/9521",0.123152709359606,2.15539879745001,4.09610318606779,0.000224196152578088,0.00420697486308294,0.00347052867767938,"7057/2335/3655/3675/3678/3915/3911/3673/1291/3371/1311/3679/6714/7060/394/29780/858/23396/10298/8394/1292/56034/3265/5154/3909",25,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","27/544","238/9521",0.113445378151261,1.98550265694513,3.79013268691944,0.000487371731376577,0.00863731012828489,0.00712531771018388,"4599/6772/23586/64135/9636/4938/5610/2266/2243/4940/2244/100293534/4939/10379/834/6773/7098/3716/103/2162/6868/8829/3455/5648/7113/7097/6143",27,"Upres_DEq_MS_CTRL.myr_vs_HBVHDV"
