"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","25/174","183/9521",0.136612021857924,7.4751900006281,12.0672442548897,2.23229825360377e-15,5.02267107060848e-13,4.27661349637775e-13,"6772/23586/4938/4939/64135/4940/10379/5371/6890/5610/3105/6891/6773/684/3106/3134/7098/6672/3107/3678/6892/972/567/3665/9451",25,"Downres_DEq_MS_D_vs_C"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","22/174","238/9521",0.092436974789916,5.05800251134937,8.64994989387754,3.24442343792038e-10,3.64997636766043e-08,3.10781613527111e-08,"4599/6772/23586/4938/4939/64135/4940/9636/10379/5610/6773/103/7098/834/6143/6124/6137/7113/6129/6194/25873/6193",22,"Downres_DEq_MS_D_vs_C"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","18/174","173/9521",0.104046242774566,5.69324297388878,8.4995065977003,2.22121090207354e-09,1.66590817655515e-07,1.4184574883417e-07,"4599/6772/23586/4938/4939/64135/4940/10379/5371/5610/6773/103/7098/834/3606/3665/7113/8743",18,"Downres_DEq_MS_D_vs_C"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","19/174","205/9521",0.0926829268292683,5.07146061115784,8.04024726902076,5.45435876865686e-09,3.06807680736949e-07,2.6123507786725e-07,"6772/23586/4938/4939/4940/9636/10379/6890/5610/3105/6891/6773/3106/3134/3107/6892/567/3665/958",19,"Downres_DEq_MS_D_vs_C"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","21/174","333/9521",0.0630630630630631,3.45070933001967,6.21098391680617,6.6991222356704e-07,3.01460500605168e-05,2.56682157240424e-05,"4599/6772/9636/10379/5610/3105/6773/3673/8638/3655/3106/3134/7057/7098/3107/3678/3371/3675/3679/5526/3912",21,"Downres_DEq_MS_D_vs_C"
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","9/174","61/9521",0.147540983606557,8.07320520067835,7.56123235204098,1.41740929294223e-06,4.5841122923308e-05,3.90319736703722e-05,"2495/2512/493/4496/4502/4495/30061/4501/4493",9,"Downres_DEq_MS_D_vs_C"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","13/174","139/9521",0.0935251798561151,5.1175473414372,6.67198811446804,1.42616826872514e-06,4.5841122923308e-05,3.90319736703722e-05,"4599/6772/23586/4938/4939/64135/4940/10379/5610/6773/103/3665/9451",13,"Downres_DEq_MS_D_vs_C"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","15/174","189/9521",0.0793650793650794,4.34272942893632,6.33288700061157,1.77221610000421e-06,4.98435778126185e-05,4.2439911868522e-05,"6772/4938/4939/4940/10379/10616/6773/115361/2633/834/2634/3606/2635/3665/114769",15,"Downres_DEq_MS_D_vs_C"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","9/174","72/9521",0.125,6.83979885057471,6.78622397233863,5.85551078068529e-06,0.000144581612349609,0.00012310574712341,"23586/64135/9636/103/57169/79132/3665/64343/55593",9,"Downres_DEq_MS_D_vs_C"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","13/174","159/9521",0.0817610062893082,4.47383069471554,6.02670410114914,6.4258494377604e-06,0.000144581612349609,0.00012310574712341,"4599/3434/6772/23586/4938/4939/4940/10379/5610/6773/7098/3665/9451",13,"Downres_DEq_MS_D_vs_C"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","9/174","82/9521",0.109756097560976,6.00567703952902,6.21103156160589,1.7240591955166e-05,0.000352648471810213,0.000300266768979924,"6890/3105/6891/3106/3134/3107/6892/972/567",9,"Downres_DEq_MS_D_vs_C"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","9/174","89/9521",0.101123595505618,5.53332041844246,5.86227922880067,3.35179772437035e-05,0.000628462073319441,0.000535111566522284,"3673/3655/7057/3678/3371/3675/3679/961/3912",9,"Downres_DEq_MS_D_vs_C"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","12/174","168/9521",0.0714285714285714,3.90845648604269,5.18917982948028,5.65732319866424e-05,0.000979152092076504,0.000833710787171573,"6772/10379/5610/10616/6773/197259/7098/834/2495/2512/9555/8743",12,"Downres_DEq_MS_D_vs_C"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","8/174","83/9521",0.0963855421686747,5.27406176429857,5.33576667789628,0.000130111959208942,0.00209108505871515,0.00178047944180658,"23586/25939/11277/197259/103/834/3606/3665",8,"Downres_DEq_MS_D_vs_C"
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","7/174","70/9521",0.1,5.47183908045977,5.12334123332366,0.000274443032284882,0.00411664548427323,0.00350516714918235,"3105/3106/3134/3107/958/1981/25",7,"Downres_DEq_MS_D_vs_C"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","5/174","39/9521",0.128205128205128,7.01517830828176,5.1355600371352,0.000669865276542105,0.00941998045137336,0.00802075528491205,"3105/3106/3134/3107/958",5,"Downres_DEq_MS_D_vs_C"
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","4/174","23/9521",0.173913043478261,9.51624187906047,5.57895425227034,0.000727199658586444,0.00962470136364411,0.00819506735992154,"290/2028/4012/1511",4,"Downres_DEq_MS_D_vs_C"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","11/174","214/9521",0.0514018691588785,2.81262756472231,3.65904361955109,0.00186990118036041,0.0233737647545051,0.0199018722120231,"25939/6890/3105/6891/684/3106/3134/3107/6892/567/60489",11,"Downres_DEq_MS_D_vs_C"
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","7/174","100/9521",0.07,3.83028735632184,3.88185229452797,0.00231909973263992,0.0274630231496833,0.0233837202958707,"3673/290/3655/3678/3675/912/952",7,"Downres_DEq_MS_D_vs_C"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","9/174","159/9521",0.0566037735849057,3.09726740403383,3.63852218944485,0.00252120039850811,0.0283635044832162,0.0241504459225514,"6890/3105/6891/3673/3106/3134/7057/3107/3678",9,"Downres_DEq_MS_D_vs_C"
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","5/174","54/9521",0.0925925925925926,5.06651766709238,4.08855958895931,0.00295212212728294,0.0316298799351743,0.0269316404594233,"3105/3106/3134/3107/958",5,"Downres_DEq_MS_D_vs_C"
