"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","7/56","73/9521",0.0958904109589041,16.3030821917808,10.0953778211523,1.99714661654113e-07,3.17546312030039e-05,2.79600526315758e-05,"2944/1559/1548/1549/1558/1557/1555",7,"Upres_DEq_MS_D_vs_C"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","6/56","71/9521",0.0845070422535211,14.3677062374245,8.69605627973802,3.35711816576864e-06,0.000266890894178607,0.000234998271603805,"2944/1559/1548/1549/1558/1557",6,"Upres_DEq_MS_D_vs_C"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","5/56","68/9521",0.0735294117647059,12.5013130252101,7.32098015357381,4.61311484634725e-05,0.00244495086856404,0.00215278692829538,"1559/1548/1549/1558/1555",5,"Upres_DEq_MS_D_vs_C"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","5/56","79/9521",0.0632911392405063,10.7606238698011,6.70056313313965,9.49599528496217e-05,0.00377465812577246,0.00332359834973676,"2944/1559/1548/1549/1555",5,"Upres_DEq_MS_D_vs_C"
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","7/56","216/9521",0.0324074074074074,5.50983796296296,5.15681799284401,0.000253153526186918,0.008050282132744,0.00708829873323371,"1559/1536/1548/1549/1558/3310/1555",7,"Upres_DEq_MS_D_vs_C"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","4/56","63/9521",0.0634920634920635,10.7947845804989,5.99953632685576,0.000494132959885743,0.0130945234369722,0.0115297690640007,"1559/1558/1557/1555",4,"Upres_DEq_MS_D_vs_C"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","3/56","30/9521",0.1,17.0017857142857,6.75188862037073,0.000699218772761596,0.0158822549812991,0.0139843754552319,"1559/1558/1557",3,"Upres_DEq_MS_D_vs_C"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","4/56","81/9521",0.0493827160493827,8.39594356261023,5.14164726605547,0.0012762094845895,0.0253646635062163,0.0223336659803162,"2944/51733/1548/1549",4,"Upres_DEq_MS_D_vs_C"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","3/56","39/9521",0.0769230769230769,13.0782967032967,5.8135337813476,0.00151610778150714,0.0267845708066261,0.0235838988234444,"27232/10840/1719",3,"Upres_DEq_MS_D_vs_C"
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","4/56","90/9521",0.0444444444444444,7.55634920634921,4.80680647905996,0.0018848786778018,0.0299695709770486,0.0263883014892252,"5244/8647/10864/6554",4,"Upres_DEq_MS_D_vs_C"
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","3/56","45/9521",0.0666666666666667,11.3345238095238,5.34486056018586,0.00229611562636751,0.0331893076902213,0.029223289790132,"5244/8647/10060",3,"Upres_DEq_MS_D_vs_C"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","3/56","51/9521",0.0588235294117647,10.0010504201681,4.95741722618907,0.00328692764578761,0.0432511949553965,0.0380828131682736,"8647/341/3990",3,"Upres_DEq_MS_D_vs_C"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","4/56","107/9521",0.0373831775700935,6.35580774365821,4.28530708831124,0.00353626122276827,0.0432511949553965,0.0380828131682736,"2645/2998/5207/441531",4,"Upres_DEq_MS_D_vs_C"
