"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","22/79","183/9521",0.120218579234973,14.4886214290655,16.8525722538544,3.71655142358999e-20,4.83151685066699e-18,3.79479461145505e-18,"4939/6772/23586/64135/6773/4940/4938/6890/5371/10379/5610/6891/3134/3105/684/3106/6672/7098/6892/3107/567/3665",22,"Upres_DEq_MS_DM_vs_D"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","18/79","205/9521",0.0878048780487805,10.5821549861068,12.6860203416662,4.06514316185267e-14,2.64234305520424e-12,2.07536256157742e-12,"4939/6772/23586/9636/6773/4940/4938/6890/10379/5610/6891/3134/3105/3106/6892/3107/567/3665",18,"Upres_DEq_MS_DM_vs_D"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","15/79","173/9521",0.0867052023121387,10.4496231799224,11.4730321903661,8.29270654504693e-12,3.59350616952033e-10,2.82242994691071e-10,"4599/4939/6772/23586/64135/6773/4940/4938/5371/10379/103/5610/7098/834/3665",15,"Upres_DEq_MS_DM_vs_D"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","14/79","189/9521",0.0740740740740741,8.92733239568683,10.0686356967371,3.66631212045099e-10,1.19155143914657e-08,9.35874409694067e-09,"4939/6772/6773/4940/4938/10379/2633/115361/10616/834/2635/81858/8767/3665",14,"Upres_DEq_MS_DM_vs_D"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","12/79","139/9521",0.0863309352517986,10.4045168928149,10.2163602464085,1.29123187296851e-09,3.35720286971813e-08,2.63683140374622e-08,"4599/4939/6772/23586/64135/6773/4940/4938/10379/103/5610/3665",12,"Upres_DEq_MS_DM_vs_D"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","12/79","159/9521",0.0754716981132075,9.09577262956771,9.4161326502792,6.05119962916947e-09,1.31109325298672e-07,1.02976555092884e-07,"3434/4599/4939/6772/23586/6773/4940/4938/10379/5610/7098/3665",12,"Upres_DEq_MS_DM_vs_D"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","14/79","238/9521",0.0588235294117647,7.08935219657483,8.70192665821477,7.46012165178936e-09,1.38545116390374e-07,1.08816812063694e-07,"4599/4939/6772/23586/64135/9636/6773/4940/4938/10379/103/5610/7098/834",14,"Upres_DEq_MS_DM_vs_D"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","8/79","72/9521",0.111111111111111,13.3909985935302,9.65338557699994,1.22120468380997e-07,1.98445761119121e-06,1.55864282012589e-06,"23586/64135/9636/103/57169/79132/64343/3665",8,"Upres_DEq_MS_DM_vs_D"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","8/79","82/9521",0.0975609756097561,11.7579499845631,8.94897872863998,3.40222991495263e-07,4.91433209937602e-06,3.85983978655445e-06,"6890/6891/3134/3105/3106/6892/3107/567",8,"Upres_DEq_MS_DM_vs_D"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","14/79","333/9521",0.042042042042042,5.06686433268712,6.90989312501441,4.95358150280719e-07,6.43965595364935e-06,5.05786742918208e-06,"4599/6772/9636/6773/10379/5610/3134/3105/3106/7098/3107/8638/3371/2308",14,"Upres_DEq_MS_DM_vs_D"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","10/79","196/9521",0.0510204081632653,6.14892792560062,6.66224270361164,4.55665788384927e-06,5.38514113545823e-05,4.22962502137205e-05,"6772/6773/10379/5610/3134/3105/3106/7098/3107/3665",10,"Upres_DEq_MS_DM_vs_D"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","7/79","83/9521",0.0843373493975904,10.1642519444868,7.67001303144402,5.17508418787903e-06,5.60634120353562e-05,4.40336110723041e-05,"23586/103/25939/11277/197259/834/3665",7,"Upres_DEq_MS_DM_vs_D"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","9/79","168/9521",0.0535714285714286,6.45637432188065,6.52654522737466,9.55769765824499e-06,9.2176745279882e-05,7.23979294910814e-05,"6772/6773/10379/5610/197259/10616/7098/834/81858",9,"Upres_DEq_MS_DM_vs_D"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","10/79","214/9521",0.0467289719626168,5.63172838045664,6.26823304387695,9.92672641475653e-06,9.2176745279882e-05,7.23979294910814e-05,"6890/6891/3134/25939/3105/684/3106/6892/3107/567",10,"Upres_DEq_MS_DM_vs_D"
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","8/79","205/9521",0.0390243902439024,4.70317999382525,4.90271935682868,0.000283526619535298,0.00235341595684253,0.00184843196610304,"10379/5610/3134/3105/3106/6672/3107/3665",8,"Upres_DEq_MS_DM_vs_D"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","4/79","39/9521",0.102564102564103,12.3609217786433,6.50273295658359,0.000289651194688311,0.00235341595684253,0.00184843196610304,"3134/3105/3106/3107",4,"Upres_DEq_MS_DM_vs_D"
