"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04382","Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","9/32","217/9521",0.0414746543778802,12.3400057603687,9.81276800400062,2.50177111037515e-08,1.12579699966882e-06,7.90032982223731e-07,"388698/23581/3858/3848/3849/2312/374454/57402/3852",9,"Upres_DEq_MS_B1_vs_BT"
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","7/32","138/9521",0.0507246376811594,15.0921648550725,9.68343942457813,2.86971969988255e-07,6.45686932473573e-06,4.5311363682356e-06,"4706/1329/9296/9377/1337/4707/4717",7,"Upres_DEq_MS_B1_vs_BT"
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","6/32","157/9521",0.0382165605095541,11.3706210191083,7.60864160211427,1.16135531127425e-05,0.000174203296691138,0.000122247927502553,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","6/32","205/9521",0.0292682926829268,8.70823170731707,6.47888381075578,5.25755243570254e-05,0.000591474649016536,0.000415069929134411,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","6/32","227/9521",0.026431718061674,7.86426211453745,6.07839184327364,9.2673848300724e-05,0.000834064634706516,0.00058530851558352,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","6/32","235/9521",0.025531914893617,7.59654255319149,5.94592189211479,0.000112197304488447,0.000841479783663352,0.000590512128886563,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","6/32","271/9521",0.022140221402214,6.58740774907749,5.41885318762019,0.000244405816834755,0.00157118025108057,0.00110258263233724,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","6/32","278/9521",0.0215827338129496,6.42153776978417,5.32747780621738,0.000280527275313282,0.00157796592363721,0.00110734450781559,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05016","Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","6/32","311/9521",0.0192926045016077,5.74015273311897,4.93544088915215,0.000511454607511515,0.00255727303755758,0.00179457757021584,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","6/32","371/9521",0.0161725067385445,4.81182614555256,4.34903329373704,0.00128836801673687,0.00579765607531593,0.00406853057916907,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05010","Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","6/32","391/9521",0.0153452685421995,4.56569693094629,4.18100471383378,0.00168699750671741,0.00690135343657122,0.00484305504320787,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","3/32","87/9521",0.0344827586206897,10.2596982758621,5.0383898218038,0.0030185525753667,0.0113195721576251,0.00794355940885973,"1329/9377/1337",3,"Upres_DEq_MS_B1_vs_BT"
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","6/32","483/9521",0.0124223602484472,3.69604037267081,3.53140094014357,0.00485066153569235,0.0167907514697043,0.0117829834875118,"4706/1329/9377/1337/4707/4717",6,"Upres_DEq_MS_B1_vs_BT"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","4/32","238/9521",0.0168067226890756,5.00052521008403,3.62948123088842,0.00790082478257098,0.0253955082296924,0.0178214092839947,"6129/6143/6137/6132",4,"Upres_DEq_MS_B1_vs_BT"
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","3/32","149/9521",0.0201342281879195,5.99056208053691,3.56541179343205,0.0133679619592375,0.0401038858777125,0.028143077808921,"4706/4707/4717",3,"Upres_DEq_MS_B1_vs_BT"
