"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","39/540","183/9521",0.213114754098361,3.75752884031573,9.23573959422256,3.34199048437784e-13,1.06609496451653e-10,8.90024834260624e-11,"6772/23586/64135/6890/3134/5371/4938/5610/3105/4940/4939/6672/10379/3106/6891/6773/684/3107/3678/7098/6892/972/3716/567/841/5819/56829/3459/355/3133/6732/6714/578/3665/3455/148022/55080/3717/7097",39,"Downres_DEq_MS_BD_vs_CM"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","48/540","333/9521",0.144144144144144,2.54147480814147,7.0210337547027,1.57440532591971e-09,2.51117649484193e-07,2.0964449866194e-07,"4599/7057/6772/9636/3134/5610/3105/2335/3655/3675/8638/10379/3106/6773/3107/3678/7098/3915/3911/3716/3673/1291/841/3371/10312/355/3066/3133/5520/3679/527/1311/578/7060/3996/537/4193/3455/5663/148022/5526/23545/245972/7855/4854/4851/3265/3909",48,"Downres_DEq_MS_BD_vs_CM"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","35/540","205/9521",0.170731707317073,3.01025293586269,7.13453875761015,3.43568306686166e-09,3.6532763277629e-07,3.04992216110877e-07,"6772/23586/9636/6890/3134/4938/5610/3105/7431/4940/4939/10379/3106/6891/6773/3107/6892/7128/3716/567/8737/958/960/4067/841/355/3066/3133/578/965/3665/4193/3455/55080/7097",35,"Downres_DEq_MS_BD_vs_CM"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","29/540","173/9521",0.167630057803468,2.95556625990152,6.3648656537889,1.1779060435579e-07,9.39380069737425e-06,7.84237444789865e-06,"4599/6772/23586/64135/5371/4938/5610/4940/4939/10241/10379/834/6773/7098/3606/3716/841/3459/103/355/3838/7706/8743/578/3665/7113/3455/148022/3717",29,"Downres_DEq_MS_BD_vs_CM"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","19/540","89/9521",0.213483146067416,3.76402413649605,6.42373984783892,4.17196617622528e-07,2.66171442043173e-05,2.22212093175789e-05,"7057/2335/3655/3675/3678/375790/3339/3915/3911/3673/1291/960/3371/961/3679/1311/7060/80144/3909",19,"Downres_DEq_MS_BD_vs_CM"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","28/540","189/9521",0.148148148148148,2.61207133058985,5.48884285810099,2.56509144107289e-06,0.00013561485283303,0.000113217481493999,"6772/115361/4938/4940/4939/10379/834/6773/10616/3606/2633/7128/3716/8737/2635/837/841/2634/55072/8767/3710/5580/3665/5331/114769/3455/148022/22900",28,"Downres_DEq_MS_BD_vs_CM"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","25/540","159/9521",0.157232704402516,2.77224551595621,5.52574877232812,2.97587451357745e-06,0.00013561485283303,0.000113217481493999,"7057/6890/3134/3105/3106/6891/3107/3678/4353/3673/78989/83547/10312/23673/3133/527/1311/7060/10381/537/9902/23545/245972/7097/3684",25,"Downres_DEq_MS_BD_vs_CM"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","24/540","154/9521",0.155844155844156,2.74776334776335,5.3616163364502,5.49413745982902e-06,0.000219078731210682,0.000182896944386413,"7057/2266/2335/2243/2244/3655/3675/3678/3915/3911/3673/1291/3371/83706/3679/29780/6714/1311/7060/80144/3684/5154/56034/3909",24,"Downres_DEq_MS_BD_vs_CM"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","24/540","159/9521",0.150943396226415,2.66135569531796,5.18000136614841,9.64199009417899e-06,0.000341754982227011,0.000285312689336524,"4599/3434/6772/23586/4938/5610/4940/4939/10379/6773/7098/3716/8737/841/355/5520/10197/578/3665/3455/9069/148022/9076/3265",24,"Downres_DEq_MS_BD_vs_CM"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","24/540","168/9521",0.142857142857143,2.51878306878307,4.86998839860363,2.4778607184652e-05,0.000790437569190397,0.000659893433443889,"6772/5610/197259/10379/834/6773/2495/10616/7098/8878/2512/7128/3716/8737/841/3459/355/55072/8743/3455/148022/55506/3717/9555",24,"Downres_DEq_MS_BD_vs_CM"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","20/540","139/9521",0.143884892086331,2.5369038102851,4.47568361768132,0.000105052750315458,0.0030340118454511,0.00253293184919692,"4599/6772/23586/64135/4938/5610/4940/4939/10379/6773/7128/3716/841/103/355/578/3665/3455/25898/7097",20,"Downres_DEq_MS_BD_vs_CM"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","25/540","196/9521",0.127551020408163,2.2489134542706,4.33200516280443,0.000114132107038913,0.0030340118454511,0.00253293184919692,"6772/3134/5610/3105/10379/3106/6773/3107/7098/3716/4067/841/3459/355/3133/3710/6714/578/3665/3455/148022/59345/3717/2247/3265",25,"Downres_DEq_MS_BD_vs_CM"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","19/540","133/9521",0.142857142857143,2.51878306878307,4.32501913225059,0.000171147860855195,0.00419970520098517,0.00350610597541412,"950/2629/3988/10312/968/5641/57707/6448/967/527/4758/54/537/1519/3373/23545/10947/245972/8218",19,"Downres_DEq_MS_BD_vs_CM"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","14/540","82/9521",0.170731707317073,3.01025293586269,4.48278225487994,0.000185606446361327,0.00422917545637594,0.00353070909243726,"6890/3134/3105/3106/6891/3107/6892/972/567/5641/3133/10197/10437/55080",14,"Downres_DEq_MS_BD_vs_CM"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","27/540","238/9521",0.113445378151261,2.00021008403361,3.83167387554881,0.000434415497243573,0.00870183919229944,0.00726469333658393,"4599/6772/23586/64135/9636/4938/5610/2266/2243/4940/2244/4939/100293534/10379/834/6773/7098/3716/103/2162/6868/8829/7113/3455/5648/7097/6143",27,"Downres_DEq_MS_BD_vs_CM"
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","28/540","252/9521",0.111111111111111,1.95905349794239,3.78337743164351,0.000480184776464104,0.00870183919229944,0.00726469333658393,"3134/5371/3105/3106/3107/30844/30845/9267/10938/58513/9765/3133/28964/23111/6714/4193/26056/89853/79720/7048/858/11021/23396/1759/8394/867/3265/8218",28,"Downres_DEq_MS_BD_vs_CM"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","24/540","203/9521",0.118226600985222,2.08451012588944,3.829775205273,0.000490956014834168,0.00870183919229944,0.00726469333658393,"7057/2335/3655/3675/3678/3915/3911/3673/1291/3371/3679/29780/6714/1311/7060/394/858/23396/10298/8394/3265/5154/56034/3909",24,"Downres_DEq_MS_BD_vs_CM"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","10/540","51/9521",0.196078431372549,3.45715323166304,4.31415103183708,0.000491012869784922,0.00870183919229944,0.00726469333658393,"338/27329/348/51129/3988/57552/3931/255738/5360/6646",10,"Downres_DEq_MS_BD_vs_CM"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","24/540","204/9521",0.117647058823529,2.07429193899782,3.80322797484105,0.000527589046707268,0.0088579424157694,0.00739501544692182,"7057/2335/3678/8826/3339/3673/6237/960/355/2719/7078/967/3710/6714/4193/3549/858/7855/7097/2247/3481/867/4318/3265",24,"Downres_DEq_MS_BD_vs_CM"
