"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","18/207","73/9521",0.246575342465753,11.3412745681954,13.2221197752694,1.07921609414926e-14,2.91388345420301e-12,2.48787710124935e-12,"1558/1548/1559/2944/316/1576/2329/126/2330/125/1571/130/2326/1555/2948/1557/1544/1549",18,"Downres_DEq_MS_BM2_vs_BD"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","12/207","68/9521",0.176470588235294,8.11679454390452,8.77990033023559,2.02825725409687e-08,2.73814729303077e-06,2.33783336130112e-06,"1558/1548/1559/316/1576/126/1562/125/130/1555/1544/1549",12,"Downres_DEq_MS_BM2_vs_BD"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","12/207","79/9521",0.151898734177215,6.98660796184186,7.96522222104078,1.15632518871563e-07,1.04069266984407e-05,8.88544618697275e-06,"1548/1559/2944/1576/126/125/1571/130/1555/2948/1544/1549",12,"Downres_DEq_MS_BM2_vs_BD"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","11/207","71/9521",0.154929577464789,7.12601211131523,7.72372231103442,3.21580052387561e-07,2.17066535361603e-05,1.85331661770726e-05,"1558/1548/1559/2944/1576/1562/1571/2948/1557/1544/1549",11,"Downres_DEq_MS_BM2_vs_BD"
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","11/207","75/9521",0.146666666666667,6.74595813204509,7.44739945024828,5.70119374642712e-07,2.78865855209449e-05,2.38095993336723e-05,"48/229/230/5313/26227/5053/1491/2752/383/6470/5211",11,"Downres_DEq_MS_BM2_vs_BD"
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","8/207","35/9521",0.228571428571429,10.5131815044859,8.405310764552,6.19701900465442e-07,2.78865855209449e-05,2.38095993336723e-05,"229/230/26007/3795/5207/5211/5372/51171",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","6/207","17/9521",0.352941176470588,16.233589087809,9.37149793254805,9.9557982836882e-07,3.84009362370831e-05,3.27867642725972e-05,"80270/570/6718/1109/9420/51302",6,"Downres_DEq_MS_BM2_vs_BD"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","8/207","39/9521",0.205128205128205,9.43490647838474,7.86861198243478,1.50326267509101e-06,5.07351152843217e-05,4.331770076907e-05,"10840/27232/10841/635/1491/6470/23743/1719",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","9/207","67/9521",0.134328358208955,6.17845554834523,6.34111143250693,1.30855769400859e-05,0.000389529549738188,0.000332580785156582,"229/230/5313/126/125/130/5211/3939/2645",9,"Downres_DEq_MS_BM2_vs_BD"
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","8/207","52/9521",0.153846153846154,7.07617985878856,6.54961488582186,1.44270203606736e-05,0.000389529549738188,0.000332580785156582,"27232/635/26227/883/1491/3939/23743/1036",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","5/207","17/9521",0.294117647058824,13.5279909065075,7.70705053172745,2.31483249220923e-05,0.000568186157178629,0.000485118005544327,"570/2329/2330/2326/1036",5,"Downres_DEq_MS_BM2_vs_BD"
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","7/207","42/9521",0.166666666666667,7.6658615136876,6.45409272325108,2.93299871593423e-05,0.000659924711085201,0.000563444490166312,"64577/1644/130013/125061/316/883/1544",7,"Downres_DEq_MS_BM2_vs_BD"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","6/207","30/9521",0.2,9.19903381642512,6.70506277819791,3.77132037837122e-05,0.000783274232430946,0.000668760455759755,"1558/1559/1576/1571/1557/1544",6,"Downres_DEq_MS_BM2_vs_BD"
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","11/207","117/9521",0.094017094017094,4.32433213592634,5.39357296940705,4.55022369321152e-05,0.000877543140833649,0.000749247360010016,"48/229/230/5313/26007/55753/26227/6470/5211/414328/2645",11,"Downres_DEq_MS_BM2_vs_BD"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","8/207","63/9521",0.126984126984127,5.84065639138103,5.74659255449832,6.04981409942122e-05,0.00105234230780443,0.000898491093213142,"1558/1559/3248/1571/1555/1557/113612/11283",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","7/207","47/9521",0.148936170212766,6.85034433138041,5.99375789853542,6.23610256476701e-05,0.00105234230780443,0.000898491093213142,"134526/5313/32/126/125/130/3939",7,"Downres_DEq_MS_BM2_vs_BD"
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","6/207","37/9521",0.162162162162162,7.45867606737172,5.86791916804955,0.000130069948409594,0.00206581682768179,0.00176379682363474,"1644/316/126/125/130/4282",6,"Downres_DEq_MS_BM2_vs_BD"
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","6/207","41/9521",0.146341463414634,6.7310003534818,5.48218548030211,0.000234015685978539,0.00351023528967808,0.0029970429958655,"27232/635/26227/2628/1491/6470",6,"Downres_DEq_MS_BM2_vs_BD"
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","7/207","61/9521",0.114754098360656,5.27813415696523,4.99699918730688,0.000334518690371819,0.00475368665265216,0.00405870322390184,"7018/4494/4495/4891/4493/486/1317",7,"Downres_DEq_MS_BM2_vs_BD"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","8/207","81/9521",0.0987654320987654,4.54273274885191,4.77342863839241,0.000359711781142345,0.00485610904542166,0.00414615158264072,"1806/51733/1548/2944/1576/1571/2948/1549",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","7/207","64/9521",0.109375,5.03072161835749,4.82315953491753,0.000450853136684475,0.00579668318594325,0.00494921488390476,"1576/6718/1109/1571/9420/6716/1544",7,"Downres_DEq_MS_BM2_vs_BD"
"hsa04981","Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","5/207","31/9521",0.161290322580645,7.41857565840736,5.33607512931515,0.000496104814880845,0.00608855909171946,0.00519841887363182,"635/6470/11309/23743/1719",5,"Downres_DEq_MS_BM2_vs_BD"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","9/207","107/9521",0.0841121495327103,3.86875253961804,4.44870296476536,0.000518789517397705,0.00609013781292958,0.00519976678764748,"32/2998/5257/5207/5261/5256/5211/3939/2645",9,"Downres_DEq_MS_BM2_vs_BD"
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","8/207","90/9521",0.0888888888888889,4.08845947396672,4.38853755726969,0.000733861221083866,0.00825593873719349,0.0070489301498845,"570/1576/6580/10864/8671/5244/6554/486",8,"Downres_DEq_MS_BM2_vs_BD"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","6/207","51/9521",0.117647058823529,5.41119636260301,4.70871081727496,0.000782608857390968,0.00845217565982245,0.00721647746394198,"350/55908/341/344/4018/345",6,"Downres_DEq_MS_BM2_vs_BD"
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","7/207","71/9521",0.0985915492957746,4.53473497992788,4.45662054399713,0.000849151163524622,0.00881810823660185,0.00752891112598754,"5211/5163/3939/27165/9123/2645/5296",7,"Downres_DEq_MS_BM2_vs_BD"
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","4/207","23/9521",0.173913043478261,7.99915984036967,5.00990253698499,0.00138922850182273,0.0138922850182273,0.0118612491968491,"8671/10991/27165/486",4,"Downres_DEq_MS_BM2_vs_BD"
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","4/207","27/9521",0.148148148148148,6.81409912327787,4.50998637867019,0.0025726129720167,0.0248073393730182,0.021180535371115,"3992/9415/570/6319",4,"Downres_DEq_MS_BM2_vs_BD"
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","5/207","45/9521",0.111111111111111,5.1105743424584,4.1203277964254,0.00278903533093826,0.0259668806673562,0.0221705530844094,"23460/10351/5244/1672/20",5,"Downres_DEq_MS_BM2_vs_BD"
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","9/207","138/9521",0.0652173913043478,2.99968494013863,3.52748999836323,0.00311391416949196,0.0280252275254277,0.023927972039254,"2194/5313/32/2998/5257/5261/5256/2645/5296",9,"Downres_DEq_MS_BM2_vs_BD"
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","4/207","31/9521",0.129032258064516,5.93486052672588,4.10259034476116,0.00431044538965214,0.0375425888776154,0.0320539062931687,"229/230/5211/414328",4,"Downres_DEq_MS_BM2_vs_BD"
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","3/207","16/9521",0.1875,8.62409420289855,4.54996142446514,0.00460194058019979,0.0388288736454357,0.0331521377323603,"1644/5053/4282",3,"Downres_DEq_MS_BM2_vs_BD"
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","4/207","32/9521",0.125,5.7493961352657,4.01179460937174,0.00484369514003451,0.0396302329639187,0.0338363392557435,"48/125061/2752/6470",4,"Downres_DEq_MS_BM2_vs_BD"
