"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","8/25","89/9521",0.0898876404494382,34.232808988764,16.1613741327434,4.02034576423558e-11,2.77403857732255e-09,1.98901316756918e-09,"7057/2335/7060/375790/3915/3339/3911/1291",8,"Upres_DEq_MS_DM_vs_BM2"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","9/25","154/9521",0.0584415584415584,22.2568831168831,13.6451341709785,9.81851046895797e-11,3.3873861117905e-09,2.42878943179487e-09,"7057/2335/2243/2266/2244/7060/3915/3911/1291",9,"Upres_DEq_MS_DM_vs_BM2"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","7/25","88/9521",0.0795454545454545,30.2940909090909,14.1649344592617,1.89978674759907e-09,4.36950951947787e-08,3.13298165393532e-08,"2243/2266/2244/5648/727/732/2162",7,"Upres_DEq_MS_DM_vs_BM2"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","7/25","233/9521",0.0300429184549356,11.4415450643777,8.27941686887382,1.58559507849127e-06,2.52234175549495e-05,1.8085440504693e-05,"7057/2335/7060/375790/3339/4811/1291",7,"Upres_DEq_MS_DM_vs_BM2"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","7/25","238/9521",0.0294117647058824,11.2011764705882,8.17735193772819,1.82778388079344e-06,2.52234175549495e-05,1.8085440504693e-05,"2243/2266/2244/5648/727/732/2162",7,"Upres_DEq_MS_DM_vs_BM2"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","6/25","203/9521",0.0295566502463054,11.256354679803,7.57875420889951,1.10164340820856e-05,0.000126688991943984,9.08372634838634e-05,"7057/2335/7060/3915/3911/1291",6,"Upres_DEq_MS_DM_vs_BM2"
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","5/25","196/9521",0.0255102040816327,9.71530612244898,6.32563876370081,0.000133473615107199,0.00118342584133844,0.000848528063202239,"2243/2266/2244/727/4353",5,"Upres_DEq_MS_DM_vs_BM2"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","4/25","103/9521",0.0388349514563107,14.7899029126214,7.21969088485714,0.00013720879319866,0.00118342584133844,0.000848528063202239,"2335/3915/3911/732",4,"Upres_DEq_MS_DM_vs_BM2"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","6/25","333/9521",0.018018018018018,6.86198198198198,5.58694284179994,0.000176339323250035,0.0013519348115836,0.000969350665818908,"7057/2335/7060/3915/3911/1291",6,"Upres_DEq_MS_DM_vs_BM2"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","6/25","362/9521",0.0165745856353591,6.31226519337017,5.28722909341644,0.000277681755522409,0.00191600411310462,0.00137379394837402,"7057/2335/7060/3915/3911/1291",6,"Upres_DEq_MS_DM_vs_BM2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","3/25","93/9521",0.032258064516129,12.2851612903226,5.61122370706939,0.00177588424680815,0.0111396375481602,0.00798723058373045,"2335/3915/3911",3,"Upres_DEq_MS_DM_vs_BM2"
"hsa05150","Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","3/25","102/9521",0.0294117647058824,11.2011764705882,5.31454481372212,0.0023134756081448,0.0133024847468326,0.00953801347217594,"2266/5648/727",3,"Upres_DEq_MS_DM_vs_BM2"
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","3/25","126/9521",0.0238095238095238,9.06761904761905,4.67735559773749,0.0042075890580057,0.0223325880771072,0.0160126871033415,"2243/2266/2244",3,"Upres_DEq_MS_DM_vs_BM2"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","4/25","302/9521",0.0132450331125828,5.04423841059603,3.66451445523596,0.00741360388310301,0.0345317091014491,0.0247595778454326,"2243/2266/2244/5792",4,"Upres_DEq_MS_DM_vs_BM2"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","2/25","50/9521",0.04,15.2336,5.17749831601548,0.00750689328292372,0.0345317091014491,0.0247595778454326,"7057/7060",2,"Upres_DEq_MS_DM_vs_BM2"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","3/25","159/9521",0.0188679245283019,7.18566037735849,4.03569596669424,0.00802689872706866,0.0346160007604836,0.0248200158008044,"7057/7060/4353",3,"Upres_DEq_MS_DM_vs_BM2"
