"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","21/221","89/9521",0.235955056179775,10.1652854746047,13.3909762775833,5.99323151224517e-16,1.68409805494089e-13,1.46361022193777e-13,"3675/7057/3679/3655/3673/7060/3915/5649/1291/3912/960/1293/7059/1311/3909/1292/7148/3918/3914/1282/80144",21,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","22/221","154/9521",0.142857142857143,6.15449256625727,9.94075006474435,6.49226028428989e-12,9.12162569942729e-10,7.92739150502765e-10,"3675/7057/3679/3655/3673/7060/3915/5649/1291/3912/83706/1293/7059/1311/3909/29780/1292/7148/3918/3914/1282/80144",22,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","23/221","203/9521",0.113300492610837,4.8811492766868,8.61628686300191,2.62427504218601e-10,2.4580709561809e-08,2.13625196416545e-08,"3675/7057/3679/3655/3673/7060/3915/10398/5649/1291/3912/1293/7059/1311/3909/23396/29780/1292/7148/3918/3914/1282/3265",23,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","27/221","333/9521",0.0810810810810811,3.49309037544332,7.13876001378922,1.24603467613573e-08,8.75339359985349e-07,7.60736960167076e-07,"3675/7057/3679/3655/3673/7060/9114/3915/537/10312/5649/1291/3912/527/1026/1293/7059/1311/3909/4854/1292/7148/3918/3914/245972/1282/3265",27,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","17/221","159/9521",0.106918238993711,4.60619254958878,7.06864697185455,1.48321099936195e-07,8.33564581641418e-06,7.24431477583101e-06,"7057/3673/7060/7037/9114/9902/537/10381/10312/527/7059/1311/78989/11151/7097/245972/10382",17,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","20/221","233/9521",0.0858369098712446,3.69797836599149,6.4272983032977,4.3887517356897e-07,2.05539872954801e-05,1.78629895207019e-05,"7431/3675/7057/3679/3655/3673/7060/2318/4811/10398/1291/1293/7059/1311/27063/26287/1292/22795/1282/633",20,"Downres_DEq_MS_BDM_vs_BM2"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","8/221","36/9521",0.222222222222222,9.57365510306687,7.9445943751594,1.28312819420339e-06,5.1508431795879e-05,4.47647730910055e-05,"4171/4174/4172/4173/4176/2237/5981/4175",8,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","23/221","362/9521",0.0635359116022099,2.73721906952326,5.19467020339971,1.0852060592759e-05,0.000380643483752557,0.000330808346996041,"3675/7057/3679/3655/3673/7060/1969/3915/5649/1291/3912/1026/1293/7059/1311/3909/1292/7148/3918/7097/3914/1282/3265",23,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","13/221","133/9521",0.0977443609022556,4.2109685979655,5.74841978044655,1.2191428305242e-05,0.000380643483752557,0.000330808346996041,"9114/4758/2629/537/10312/54/527/967/84572/1201/57192/245972/6272",13,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","8/221","50/9521",0.16,6.89303167420814,6.44019468281492,1.72104220846551e-05,0.000483612860578809,0.000420296623541052,"7057/3606/7060/7059/1311/7042/7097/3576",8,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","8/221","51/9521",0.156862745098039,6.75787419040014,6.35543683313058,2.00091673035857e-05,0.000511143273846144,0.000444222661668123,"27329/51129/336/5360/255738/3931/4023/6272",8,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","10/221","93/9521",0.10752688172043,4.63241375954848,5.42625421526989,5.56133371828086e-05,0.00128417227683913,0.00111604408401078,"3675/3655/3673/3915/3912/1026/3909/3918/3914/1282",10,"Downres_DEq_MS_BDM_vs_BM2"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","8/221","59/9521",0.135593220338983,5.84155226627809,5.75032373188319,5.94101053341945e-05,0.00128417227683913,0.00111604408401078,"2539/50484/2950/2940/9027/6240/2878/221357",8,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","10/221","95/9521",0.105263157894737,4.53488925934746,5.33761241173681,6.680153120618e-05,0.0013408021620669,0.0011652597924687,"3606/9114/537/10312/54/527/7042/7097/245972/3576",10,"Downres_DEq_MS_BDM_vs_BM2"
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","8/221","76/9521",0.105263157894737,4.53488925934746,4.76930135252413,0.00036032725717666,0.0067501306177761,0.00586638060806913,"2182/51129/729359/10873/336/5360/5467/4023",8,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","5/221","28/9521",0.178571428571429,7.69311570782159,5.46737351912819,0.000409207594358292,0.00718670837591751,0.00624580012441604,"10723/9114/10312/527/245972",5,"Downres_DEq_MS_BDM_vs_BM2"
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","9/221","103/9521",0.087378640776699,3.76439836576901,4.34823526186009,0.000629575662152209,0.00982837561470949,0.00854161132276682,"23171/1606/8611/79888/3931/84803/1040/51365/26279",9,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","9/221","103/9521",0.087378640776699,3.76439836576901,4.34823526186009,0.000629575662152209,0.00982837561470949,0.00854161132276682,"3915/3912/3909/7042/3918/7097/3914/1282/3576",9,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","9/221","110/9521",0.0818181818181818,3.5248457424928,4.10569271735028,0.00101289063467656,0.0149801193865322,0.0130188713155103,"7057/7037/2331/7042/7048/4052/90/2014/650",9,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","7/221","71/9521",0.0985915492957746,4.24746670065643,4.23380755347402,0.00124453084243882,0.0166530079393004,0.0144727396213437,"102/9114/537/10312/527/245972/3576",7,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","7/221","71/9521",0.0985915492957746,4.24746670065643,4.23380755347402,0.00124453084243882,0.0166530079393004,0.0144727396213437,"80201/2744/2539/8140/5213/441531/3265",7,"Downres_DEq_MS_BDM_vs_BM2"
"hsa04382","Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","13/221","217/9521",0.0599078341013825,2.58091623746273,3.63142444662815,0.00162112408887351,0.0207061758624298,0.0179952530439548,"3855/3655/3880/2629/6282/3909/3918/6277/2125/3914/1282/64834/6278",13,"Downres_DEq_MS_BDM_vs_BM2"
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","5/221","41/9521",0.121951219512195,5.2538351175367,4.20766880979386,0.00244309018588705,0.0298481887927939,0.0259403626144529,"7057/1026/1029/3265/3576",5,"Downres_DEq_MS_BDM_vs_BM2"
