"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","34/392","183/9521",0.185792349726776,4.51257388201182,9.94200510970767,7.6783458220688e-14,2.31886043826478e-11,1.97212250587872e-11,"4939/6772/64135/23586/6890/5371/4938/4940/6891/6773/3105/5610/3134/6672/3678/10379/3106/3107/684/56829/841/7098/6892/567/972/5819/3133/3665/3459/6732/7097/578/148022/3717",34,"Downres_DEq_MS_BD_vs_BM1"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","33/392","238/9521",0.138655462184874,3.36770065168925,7.66515605612628,6.7420820107582e-10,1.01805438362449e-07,8.65825268750001e-08,"4599/4939/6772/9636/64135/23586/4938/4940/6773/5610/834/10379/103/715/7098/6125/6137/6141/6132/6128/6143/6129/6194/6124/6868/6193/1675/7097/6229/7113/4736/5600/1636",33,"Downres_DEq_MS_BD_vs_BM1"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","29/392","205/9521",0.141463414634146,3.43590094574415,7.30586627624507,4.78318353857029e-09,4.81507142882742e-07,4.09507643302158e-07,"4939/6772/9636/23586/6890/4938/4940/6891/6773/3105/7431/5610/3134/10379/3106/3107/841/6892/567/7128/8737/958/3133/3665/7097/578/4193/5600/10018",29,"Downres_DEq_MS_BD_vs_BM1"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","26/392","173/9521",0.15028901734104,3.65025952577563,7.28957163295643,8.48688821957194e-09,5.56837334142928e-07,4.73573752286074e-07,"4599/4939/6772/64135/23586/5371/4938/4940/6773/5610/834/10379/841/103/7098/7706/10241/3606/3665/3459/8743/578/148022/7113/3838/3717",26,"Downres_DEq_MS_BD_vs_BM1"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","38/392","333/9521",0.114114114114114,2.77163387877674,6.81923260143396,9.21916116130676e-09,5.56837334142928e-07,4.73573752286074e-07,"4599/6772/9636/6773/3105/5610/3675/3134/7057/7060/3678/10379/8638/3106/3655/3107/3912/841/7098/10312/5649/3371/1291/3133/1293/7148/1311/527/1292/578/148022/4854/4193/3996/5526/245972/4851/5986",38,"Downres_DEq_MS_BD_vs_BM1"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","24/392","189/9521",0.126984126984127,3.08422416585682,5.99705274129817,8.10122221222958e-07,4.07761518015555e-05,3.46789161365617e-05,"4939/6772/115361/4938/4940/6773/2633/834/10379/841/2635/3710/10616/2634/7128/8737/3606/3665/5580/8767/55072/114769/148022/5600",24,"Downres_DEq_MS_BD_vs_BM1"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","15/392","89/9521",0.168539325842697,4.09352786058243,6.07571009450297,2.9731517379261e-06,0.000128270260693383,0.000109090078805108,"3675/7057/7060/3678/3655/3912/5649/3371/961/1291/1293/7148/1311/1292/80144",15,"Downres_DEq_MS_BD_vs_BM1"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","21/392","168/9521",0.125,3.03603316326531,5.51713899537061,5.12923024458226e-06,0.00019362844173298,0.000164675286799746,"6772/6773/5610/834/10379/2512/841/197259/2495/10616/7098/7128/8737/9555/55072/3459/51510/8743/55506/148022/3717",21,"Downres_DEq_MS_BD_vs_BM1"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","20/392","159/9521",0.125786163522013,3.05512771146194,5.41505613730645,7.82697968507818e-06,0.000262638651654845,0.000223366437796383,"6890/6891/3105/3134/7057/7060/3678/3106/3107/715/10312/83547/3133/9902/1311/527/7097/78989/245972/3684",20,"Downres_DEq_MS_BD_vs_BM1"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","19/392","154/9521",0.123376623376623,2.99660416114498,5.17609187451801,1.7457866352431e-05,0.000527227563843416,0.000448391514736122,"3675/7057/7060/3678/3655/3912/5649/3371/83706/1291/1293/7148/1311/1292/56034/80144/29780/7040/3684",19,"Downres_DEq_MS_BD_vs_BM1"
