"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","34/357","183/9521",0.185792349726776,4.95498308613063,10.662358546508,4.7897129803323e-15,1.47523159794235e-12,1.26045078429797e-12,"6772/23586/4939/4938/5371/6891/6890/4940/64135/6773/3105/5610/3134/6672/10379/3678/3107/684/3106/6892/56829/7098/841/567/972/3133/148022/3665/6732/3459/7097/578/3455/3717",34,"Upres_DEq_MS_BM2_vs_BD"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","44/357","333/9521",0.132132132132132,3.5238936415407,9.25321631689564,1.57868582496766e-13,2.4311761704502e-11,2.07721819074692e-11,"4599/6772/9636/6773/3105/7057/5610/3134/3655/10379/3675/3678/3107/3106/7060/7098/10312/841/5520/1291/5649/3133/3912/8638/3066/148022/537/3371/527/1293/5526/1311/1292/7148/3996/7059/4854/578/23545/245972/4851/3455/4193/3265",44,"Upres_DEq_MS_BM2_vs_BD"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","32/357","205/9521",0.15609756097561,4.16303887408622,9.03601123142248,4.59738777565058e-12,4.71998478300126e-10,4.03279629443033e-10,"6772/23586/4939/4938/9636/6891/6890/4940/6773/3105/7431/5610/3134/10379/3107/3106/6892/8737/841/567/958/4067/3133/7128/3066/3665/7097/578/965/5600/3455/4193",32,"Upres_DEq_MS_BM2_vs_BD"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","26/357","159/9521",0.163522012578616,4.3610450469496,8.43526282749682,1.76212350171911e-10,1.35683509632371e-08,1.15929177744678e-08,"6891/6890/3105/7057/3134/3678/3107/3106/7060/715/10312/83547/3133/9902/537/527/11151/78989/1311/4353/7059/7097/3684/23545/245972/10382",26,"Upres_DEq_MS_BM2_vs_BD"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","25/357","173/9521",0.144508670520231,3.8539693333981,7.47692533702602,5.67506617192194e-09,3.49584076190392e-07,2.98687693259049e-07,"4599/6772/23586/4939/4938/5371/4940/64135/6773/5610/10379/103/834/7098/841/10241/3606/8743/148022/3665/3459/7113/578/3455/3717",25,"Upres_DEq_MS_BM2_vs_BD"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","25/357","189/9521",0.132275132275132,3.527707379248,6.92756126642345,3.51192030706765e-08,1.80278575762806e-06,1.54031592415248e-06,"6772/4939/4938/115361/4940/6773/2633/10379/834/10616/2634/8737/841/8767/2635/3606/55072/7128/148022/3665/3710/114769/5580/5600/3455",25,"Upres_DEq_MS_BM2_vs_BD"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","16/357","89/9521",0.179775280898876,4.79451106285211,7.09837555008995,1.58582337269556e-07,6.97762283986045e-06,5.96174200261488e-06,"7057/3655/3675/3678/7060/961/1291/5649/3912/3371/1293/1311/1292/7148/7059/80144",16,"Upres_DEq_MS_BM2_vs_BD"
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","23/357","196/9521",0.11734693877551,3.12958040359001,5.94576443886258,1.10346529254821e-06,4.24834137631059e-05,3.62982004127699e-05,"6772/6773/3105/5610/3134/10379/3107/3106/7098/841/4067/3133/148022/3665/3710/3459/578/59345/5600/5533/3455/3717/3265",23,"Upres_DEq_MS_BM2_vs_BD"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","20/357","159/9521",0.125786163522013,3.35465003611507,5.90949887429563,1.89510636818986e-06,6.4854751266942e-05,5.54124669061364e-05,"4599/3434/6772/23586/4939/4938/4940/6773/5610/10379/7098/8737/841/5520/148022/3665/578/3455/9069/3265",20,"Upres_DEq_MS_BM2_vs_BD"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","20/357","168/9521",0.119047619047619,3.1749366413232,5.6135271259218,4.48570252646555e-06,0.000138159637815139,0.000118044803328041,"6772/6773/5610/10379/834/10616/7098/2495/8737/841/197259/2512/55072/7128/8743/148022/51510/3459/3455/3717",20,"Upres_DEq_MS_BM2_vs_BD"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","9/357","36/9521",0.25,6.66736694677871,6.7239419861776,5.08082665541394e-06,0.00014226314635159,0.000121550876923778,"4174/4172/4171/2237/4173/4176/5424/5981/4175",9,"Upres_DEq_MS_BM2_vs_BD"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","17/357","133/9521",0.12781954887218,3.40887934121017,5.52159271683361,9.07308298059431e-06,0.000224037390477415,0.000191419506559651,"950/10312/5641/3988/2629/4758/54/537/968/527/967/3373/23545/245972/8763/6272/1515",17,"Upres_DEq_MS_BM2_vs_BD"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","24/357","238/9521",0.100840336134454,2.68935809617965,5.20926034402296,9.45612362404675e-06,0.000224037390477415,0.000191419506559651,"4599/6772/23586/4939/4938/9636/4940/64135/6773/5610/10379/103/834/100293534/7098/715/8829/7113/7097/2162/5600/1675/3455/6167",24,"Upres_DEq_MS_BM2_vs_BD"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","17/357","139/9521",0.122302158273381,3.26173347036656,5.301651213089,1.64152632669571e-05,0.000335493134189508,0.000286648269129791,"4599/6772/23586/4939/4938/4940/64135/6773/5610/10379/103/841/7128/3665/7097/578/3455",17,"Upres_DEq_MS_BM2_vs_BD"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","22/357","214/9521",0.102803738317757,2.7417209874604,5.08616748007287,1.65075936050151e-05,0.000335493134189508,0.000286648269129791,"25939/6891/6890/3105/3134/3107/684/3106/6892/8737/841/567/3133/3710/85363/7097/578/60489/59345/5600/5533/3265",22,"Upres_DEq_MS_BM2_vs_BD"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","18/357","154/9521",0.116883116883117,3.11721052057187,5.22798322819675,1.74282147630913e-05,0.000335493134189508,0.000286648269129791,"7057/3655/3675/3678/7060/1291/5649/3912/83706/3371/1293/1311/29780/1292/7148/7059/3684/80144",18,"Upres_DEq_MS_BM2_vs_BD"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","12/357","82/9521",0.146341463414634,3.90284894445583,5.21048814567632,4.97991177277633e-05,0.000864142929510073,0.000738331279485709,"6891/6890/3105/3134/3107/3106/6892/567/972/5641/3133/10437",12,"Upres_DEq_MS_BM2_vs_BD"
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","19/357","182/9521",0.104395604395604,2.78417520854496,4.79659498174536,5.05018595168225e-05,0.000864142929510073,0.000738331279485709,"6772/3929/10312/841/972/8767/3606/9902/537/527/11151/3459/7097/3684/23545/245972/5600/5533/3717",19,"Upres_DEq_MS_BM2_vs_BD"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","11/357","72/9521",0.152777777777778,4.07450202303144,5.16842417091218,6.84191880157668e-05,0.00110911104783454,0.000947634183043861,"23586/9636/64135/103/57169/8737/841/64343/3665/5600/79132",11,"Upres_DEq_MS_BM2_vs_BD"
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","13/357","109/9521",0.119266055045872,3.18076221314214,4.51950264697241,0.000209397728971424,0.00322472502615993,0.00275523327593979,"6772/6773/10379/3929/7098/8737/841/958/148022/3665/7097/5600/3455",13,"Upres_DEq_MS_BM2_vs_BD"
