"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","15/174","73/9521",0.205479452054795,11.2435049598488,11.9866285358306,2.67460472391911e-12,6.79349599875455e-10,5.82782292475007e-10,"2944/2326/126/125/130/7366/1576/2329/1548/1559/1571/2330/1557/1558/1549",15,"Upres_DEq_MS_BD_vs_B1"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","7/174","17/9521",0.411764705882353,22.5311020960108,12.1225639591774,1.00611358211284e-08,1.27776424928331e-06,1.09613427103873e-06,"1109/6342/570/9420/80270/51302/6718",7,"Upres_DEq_MS_BD_vs_B1"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","11/174","68/9521",0.161764705882353,8.85150439486139,8.86501515782061,3.44091730787135e-08,2.91330998733108e-06,2.49919257098025e-06,"126/125/130/1562/7366/1576/1548/1559/157506/1558/1549",11,"Upres_DEq_MS_BD_vs_B1"
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","6/174","17/9521",0.352941176470588,19.3123732251521,10.310336864148,3.57979688857044e-07,2.27317102424223e-05,1.95004725245811e-05,"570/2326/2329/1036/2330/51380",6,"Upres_DEq_MS_BD_vs_B1"
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/174","71/9521",0.140845070422535,7.70681560628137,7.73903148161945,5.65823248997093e-07,2.87438210490523e-05,2.46579815878733e-05,"2944/1562/7366/1576/1548/1559/1571/1557/1558/1549",10,"Upres_DEq_MS_BD_vs_B1"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","10/174","79/9521",0.126582278481013,6.92637858286047,7.21652159853723,1.55643418460475e-06,6.58890471482679e-05,5.65231361777516e-05,"2944/126/125/130/7366/1576/1548/1559/1571/1549",10,"Upres_DEq_MS_BD_vs_B1"
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","7/174","35/9521",0.2,10.9436781609195,8.04074887062886,2.63512533718603e-06,9.56174050921789e-05,8.20257059845878e-05,"230/26007/229/5372/5207/3795/51171",7,"Upres_DEq_MS_BD_vs_B1"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","7/174","47/9521",0.148936170212766,8.14954756664221,6.70374947052431,2.04891149672536e-05,0.000650529400210301,0.00055805878923967,"134526/5313/126/125/130/32/31",7,"Upres_DEq_MS_BD_vs_B1"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","10/174","107/9521",0.0934579439252336,5.11386829949511,5.83864611368476,2.44361895067598e-05,0.000689643570524111,0.000591613009111028,"5207/5261/5257/32/2645/31/23235/6514/3709/2998",10,"Upres_DEq_MS_BD_vs_B1"
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","8/174","75/9521",0.106666666666667,5.83662835249042,5.73728409419744,6.29971201092085e-05,0.00156078155090276,0.00133892159567705,"48/5053/230/229/5313/1491/2752/26227",8,"Upres_DEq_MS_BD_vs_B1"
