"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","15/159","73/9521",0.205479452054795,12.3042129749289,12.6346884341239,7.10416915475905e-13,1.39952132348753e-10,1.01701790004972e-10,"1571/1548/126/316/127/1559/2944/125/130/1558/2330/2938/1555/124/1549",15,"Upres_DEq_MS_BDM_vs_BT"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","14/159","67/9521",0.208955223880597,12.512343940674,12.3232731914117,3.36183436091437e-12,3.31140684550066e-10,2.40636564781239e-10,"126/127/230/5313/3939/55902/125/130/2203/229/10327/5105/124/2538",14,"Upres_DEq_MS_BDM_vs_BT"
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","12/159","47/9521",0.25531914893617,15.2886391007627,12.7969308677334,9.78130907161205e-12,6.42305962369192e-10,4.66757204820786e-10,"126/127/5313/3939/55902/125/32/130/10327/5105/134526/124",12,"Upres_DEq_MS_BDM_vs_BT"
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","12/159","68/9521",0.176470588235294,10.5671476137625,10.3177457126714,1.00792292584537e-09,4.96402040978843e-08,3.60730310302552e-08,"1548/126/316/127/1559/125/130/1558/1555/124/8630/1549",12,"Upres_DEq_MS_BDM_vs_BT"
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","12/159","79/9521",0.151898734177215,9.09577262956771,9.4161326502792,6.05119962916946e-09,2.20492736859717e-07,1.60229827480211e-07,"1571/1548/126/127/1559/2944/125/130/2938/1555/124/1549",12,"Upres_DEq_MS_BDM_vs_BT"
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","9/159","37/9521",0.243243243243243,14.5655277919429,10.7739387635682,6.71551482821473e-09,2.20492736859717e-07,1.60229827480211e-07,"126/316/127/125/130/1644/124/6898/4282",9,"Upres_DEq_MS_BDM_vs_BT"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","8/159","39/9521",0.205128205128205,12.2831801322367,9.20124442375555,2.01036404743676e-07,5.65773881921487e-06,4.11142120979547e-06,"10840/635/6470/27232/10841/1491/23743/2653",8,"Upres_DEq_MS_BDM_vs_BT"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","10/159","81/9521",0.123456790123457,7.39265470921655,7.52957524162508,8.62439142119011e-07,2.12375638746807e-05,1.54331214905507e-05,"1571/1548/1806/51733/2944/7498/2990/1807/2938/1549",10,"Upres_DEq_MS_BDM_vs_BT"
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","7/159","35/9521",0.2,11.9761006289308,8.47760661040686,1.4407591683294e-06,3.15366173512103e-05,2.29173388178712e-05,"26007/230/6652/2203/229/3795/5207",7,"Upres_DEq_MS_BDM_vs_BT"
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","11/159","117/9521",0.094017094017094,5.62979089394184,6.56645110852738,3.76747686799014e-06,7.42192942994058e-05,5.39344056891221e-05,"26007/48/6470/230/5313/55902/2203/229/9104/2653/6392",11,"Upres_DEq_MS_BDM_vs_BT"
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","5/159","17/9521",0.294117647058824,17.6119126896041,8.93354037772756,6.41744335655593e-06,0.000114930576476502,8.35188800470437e-05,"1109/6718/10998/6342/51302",5,"Upres_DEq_MS_BDM_vs_BT"
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","8/159","61/9521",0.131147540983607,7.8531807402825,6.99752168442561,7.04794584736446e-06,0.0001157037776609,8.40807574773305e-05,"7018/4502/475/4501/4495/4493/486/4494",8,"Upres_DEq_MS_BDM_vs_BT"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","8/159","63/9521",0.126984126984127,7.60387341519417,6.85333684034159,9.01074834704408e-06,0.000136547494182129,9.92276741051008e-05,"1571/1559/3248/1558/8529/1555/4051/11283",8,"Upres_DEq_MS_BDM_vs_BT"
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","10/159","107/9521",0.0934579439252336,5.59630870510786,6.23084143992333,1.11236204021683e-05,0.000156525229944797,0.000113745291330443,"2998/3939/5836/32/2203/5261/5256/5105/5207/2538",10,"Upres_DEq_MS_BDM_vs_BT"
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","6/159","32/9521",0.1875,11.2275943396226,7.55215644534188,1.24863337785265e-05,0.000163987183624649,0.000119167817114359,"48/6470/55902/2752/125061/2653",6,"Upres_DEq_MS_BDM_vs_BT"
