"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","42/512","183/9521",0.229508196721311,4.26786629098361,10.6408923541821,3.75507622418368e-16,1.18284901061786e-13,9.56556259213105e-14,"6772/4938/23586/64135/4939/4940/5371/6890/6891/3105/10379/5610/6672/6773/3106/684/3134/3107/7098/3678/972/6892/841/56829/3716/567/3459/3133/4615/5819/355/3665/6714/581/6732/9451/3717/578/148022/3455/3125/7097",42,"Upres_DEq_MS_C_vs_BD"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","40/512","205/9521",0.195121951219512,3.62842987804878,9.06929956359164,6.02552865306145e-13,9.49020762857179e-11,7.67462070547827e-11,"6772/4938/23586/9636/4939/4940/7431/6890/6891/3105/10379/5610/6773/3106/3134/3107/7128/6892/841/958/3716/567/3133/4615/8737/3383/355/3066/3665/4067/581/960/578/965/4193/3516/3455/3125/7097/1026",40,"Upres_DEq_MS_C_vs_BD"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","34/512","173/9521",0.196531791907514,3.65464685693642,8.40012244713898,2.83294025174392e-11,2.97458726433111e-09,2.40551417867378e-09,"4599/6772/4938/23586/64135/4939/4940/5371/10379/5610/6773/834/7098/103/3606/841/3716/3459/10241/4615/3383/355/7706/3665/581/8743/3717/7113/578/148022/3838/3455/3125/8797",34,"Upres_DEq_MS_C_vs_BD"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","48/512","333/9521",0.144144144144144,2.68046171171171,7.44141296325143,2.59223158797312e-10,2.04138237552883e-08,1.65084222181446e-08,"4599/6772/7057/9636/3105/10379/5610/2335/3655/6773/3106/8638/3134/3107/7098/3675/3911/3678/3915/3673/10312/841/3716/3371/5520/3133/355/3066/1311/581/578/527/148022/23545/3996/5526/1291/7060/6908/4854/3912/4851/4193/245972/3516/3455/3265/1026",48,"Upres_DEq_MS_C_vs_BD"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","37/512","238/9521",0.15546218487395,2.89092863707983,7.04262564091807,4.02146186527356e-09,2.53352097512234e-07,2.04882899241305e-07,"4599/6772/4938/23586/9636/64135/4939/4940/2244/2266/10379/5610/2243/6773/834/7098/100293534/103/715/3716/4615/8829/2162/7113/6143/6124/6868/5648/6194/6129/6137/732/6193/6167/720/3455/7097",37,"Upres_DEq_MS_C_vs_BD"
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","27/512","159/9521",0.169811320754717,3.15776090801887,6.54082795216334,8.36337743462588e-08,4.39077315317859e-06,3.55076726171836e-06,"7057/6890/6891/3105/3106/3134/3107/3678/3673/715/10312/4353/83547/3133/1520/1311/78989/23673/11151/527/23545/10381/7060/9902/245972/3125/7097",27,"Upres_DEq_MS_C_vs_BD"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","27/512","168/9521",0.160714285714286,2.98859514508929,6.19927225391451,2.67831034545397e-07,1.20523965545429e-05,9.74663313684002e-06,"6772/10379/5610/6773/834/10616/197259/7098/2512/2495/7128/841/3716/8878/3459/8737/55072/355/581/8743/3717/148022/9555/51510/55506/3455/8797",27,"Upres_DEq_MS_C_vs_BD"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","26/512","159/9521",0.163522012578616,3.04080680031447,6.18630456917387,3.15029221853557e-07,1.24042756104838e-05,1.00311936432317e-05,"4599/3434/6772/4938/23586/4939/4940/10379/5610/6773/7098/841/3716/5520/8737/355/10197/3665/581/9451/578/148022/3455/9069/3265/1026",26,"Upres_DEq_MS_C_vs_BD"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","28/512","189/9521",0.148148148148148,2.75491898148148,5.80919252210394,8.97082099221411e-07,3.13978734727494e-05,2.53910956738692e-05,"6772/4938/4939/4940/115361/10379/6773/834/2633/10616/7128/3606/841/8767/2634/3716/837/4615/8737/55072/2635/3665/5580/148022/3710/114769/728358/3455",28,"Upres_DEq_MS_C_vs_BD"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","23/512","139/9521",0.165467625899281,3.07698684802158,5.8804233515535,1.22766511420705e-06,3.86714510975221e-05,3.12731534355901e-05,"4599/6772/4938/23586/64135/4939/4940/10379/5610/6773/7128/103/841/3716/4615/355/3665/581/9451/578/25898/3455/7097",23,"Upres_DEq_MS_C_vs_BD"
