"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","24/182","183/9521",0.131147540983607,6.86074581156548,11.1752044274932,6.02332833203184e-14,1.36729553137123e-11,1.17930428395571e-11,"23586/6772/64135/3134/4938/6890/5610/5371/4940/10379/4939/3105/684/6773/3106/6891/6672/7098/3678/3107/6892/567/3665/3455",24,"Upres_DEq_MS_CM_vs_D"
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","19/182","173/9521",0.109826589595376,5.74537889855809,8.79303040576455,6.61186588220098e-10,7.50446777629811e-08,6.47266870573359e-08,"4599/23586/6772/64135/4938/5610/5371/4940/10379/4939/6773/7098/834/103/3606/3665/7113/8743/3455",19,"Upres_DEq_MS_CM_vs_D"
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","20/182","205/9521",0.0975609756097561,5.10372554274993,8.29171714359089,1.88946866052872e-09,1.4296979531334e-07,1.23312691529243e-07,"23586/6772/9636/3134/4938/6890/5610/4940/10379/4939/3105/6773/3106/6891/3107/6892/567/3665/965/3455",20,"Upres_DEq_MS_CM_vs_D"
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","17/182","189/9521",0.0899470899470899,4.70541891970463,7.18265211307371,1.10237756659087e-07,6.2559926904032e-06,5.39584808910269e-06,"6772/4938/4940/10379/4939/115361/10616/6773/2633/834/2635/3606/2634/3665/3455/22900/114769",17,"Upres_DEq_MS_CM_vs_D"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","14/182","139/9521",0.100719424460432,5.26895406751522,7.07758588718266,3.84518961533607e-07,1.74571608536258e-05,1.50569530200528e-05,"4599/23586/6772/64135/4938/5610/4940/10379/4939/6773/103/3665/3455/25898",14,"Upres_DEq_MS_CM_vs_D"
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","18/182","238/9521",0.0756302521008403,3.95645950687967,6.44792858679316,6.26780800330768e-07,2.37132069458474e-05,2.04528471686882e-05,"4599/23586/6772/64135/9636/4938/5610/4940/10379/4939/6773/7098/834/103/7113/3455/6143/2197",18,"Upres_DEq_MS_CM_vs_D"
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","21/182","333/9521",0.0630630630630631,3.2990297990298,5.96156391436158,1.41266404901091e-06,4.58106770179253e-05,3.95121072354932e-05,"4599/6772/9636/3134/5610/7057/10379/3105/8638/6773/3673/3655/3106/7098/3678/3107/3675/3679/3371/5526/3455",21,"Upres_DEq_MS_CM_vs_D"
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","14/182","159/9521",0.0880503144654088,4.60619254958878,6.40128459641192,1.97555662113806e-06,5.60564191247925e-05,4.83491488857473e-05,"4599/3434/23586/6772/4938/5610/4940/10379/4939/6773/7098/3665/9069/3455",14,"Upres_DEq_MS_CM_vs_D"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","8/182","72/9521",0.111111111111111,5.81257631257631,5.72209328087262,6.44023687743959e-05,0.00162437085686532,0.00140103398737282,"23586/64135/9636/103/57169/64343/3665/79132",8,"Upres_DEq_MS_CM_vs_D"
"hsa04217","Cellular Processes","Cell growth and death","hsa04217","Necroptosis","12/182","168/9521",0.0714285714285714,3.73665620094192,4.9957810432388,8.7407922470625e-05,0.00198415984008319,0.00171135511363539,"6772/5610/10379/10616/6773/197259/7098/2495/834/2512/8743/3455",12,"Upres_DEq_MS_CM_vs_D"
