"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BFM_vs_CF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.878683866751885,17.1951132689474,-9.33730847253492,1.55218870978237e-05,0.013472998000911,3.45305175861575,"PCYOX_HUMAN",9,-10.9628664718312,2.63623135372312e-06,0.00228824881503167,0.878683866751878,"Up in CF",2.64049675386498,"PCYOX1","Prenylcysteine oxidase 1","PCYOX_HUMAN"
0.541963401800253,19.2638878980067,5.99455665638221,0.000343902024020725,0.0507222632487162,0.703369960216106,"AGRIN_HUMAN",47,9.54466135255427,7.89737083019957e-06,0.00342745894030662,-0.541963401800253,"Up in BFM",2.46502773919493,"AGRN","Agrin","AGRIN_HUMAN"
-1.34213754458601,16.3958652169783,-6.14050689670211,0.000293188955411596,0.0507222632487162,0.853632072570245,"PDIA4_HUMAN",6,-6.37047867263053,0.000166347797506168,0.0481299627451179,1.34213754458601,"Up in CF",1.31758447448711,"PDIA4","Protein disulfide-isomerase A4","PDIA4_HUMAN"
-1.27827621076446,18.5704997776744,-5.19956747966994,0.000860676861122464,0.0709286921769643,-0.173378220381043,"AK1C3_HUMAN",7,-5.43327951899452,0.000504755917059086,0.0484426637994284,1.27827621076446,"Up in CF",1.3147719835805,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
-2.22756975896133,15.7377611922431,-6.20484837828102,0.000273504053445816,0.0507222632487162,0.918860370717463,"ASPH_HUMAN",1,-6.04587932880058,0.000241205866176232,0.0484426637994284,2.22756975896133,"Up in CF",1.3147719835805,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","ASPH_HUMAN"
0.333877749886469,22.1325188940842,3.56201909715665,0.00755152947523339,0.0973124305850187,-2.3029630021592,"CO4A_HUMAN",62,5.5153272769521,0.000455888575698452,0.0484426637994284,-0.333877749886479,"Non-significant",1.3147719835805,"C4A","Complement C4-A","CO4A_HUMAN"
-1.56787219196365,20.2077971796296,-5.20889399206105,0.000851042782407169,0.0709286921769643,-0.162503971597791,"H2A1B_HUMAN",4,-5.31870830647236,0.00058278822613198,0.0484426637994284,1.56787219196365,"Up in CF",1.3147719835805,"H2AC12;H2AC14;H2AC17;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ","Histone H2A type 1-B/E","H2A1B_HUMAN"
-1.18775221556958,16.7866864076786,-6.52635450667823,0.00019469601312082,0.0507222632487162,1.23571316937277,"LGUL_HUMAN",2,-5.74332013200637,0.000345194095219455,0.0484426637994284,1.18775221556958,"Up in CF",1.3147719835805,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN"
0.811273449678609,17.0057604657491,4.98198191335708,0.00112305727738746,0.0709286921769643,-0.431139374752119,"PAI1_HUMAN",8,5.31788194518136,0.000583396656376556,0.0484426637994284,-0.811273449678602,"Up in BFM",1.3147719835805,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.484273331111741,19.291096470014,4.52396636472812,0.002010579336272,0.0818865027457424,-0.999404149250048,"QSOX1_HUMAN",17,5.66739637474487,0.000378400037964839,0.0484426637994284,-0.484273331111741,"Non-significant",1.3147719835805,"QSOX1","Sulfhydryl oxidase 1","QSOX1_HUMAN"
-0.754883485019352,18.4948654689998,-4.78278548851182,0.00144135426515474,0.0709286921769643,-0.673996171831594,"TKFC_HUMAN",12,-5.27760629201697,0.000613904725568793,0.0484426637994284,0.754883485019345,"Up in CF",1.3147719835805,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.868043041552433,19.4903401754931,-4.86994795639916,0.00129135573460804,0.0709286921769643,-0.566917244843445,"TTHY_HUMAN",8,-5.17383780986006,0.000700798272628491,0.0506910750534609,0.868043041552426,"Non-significant",1.29506849818605,"TTR","Transthyretin","TTHY_HUMAN"
1.59215891707599,16.4450851394664,5.19355872092989,0.000866947040701312,0.0709286921769643,-0.180391694889741,"cRAP-CASK_BOVIN",2,5.05398681515381,0.000818128255898355,0.0546257943169055,-1.59215891707599,"Non-significant",1.26260223487386,"cRAP-CSN3","Kappa-casein","cRAP-CASK_BOVIN"
-1.30495358736011,16.9524979258355,-4.68002823765694,0.00164304890890828,0.0750613922595993,-0.801857635593281,"DCXR_HUMAN",5,-4.82029042655395,0.00111297893741729,0.0568273951575419,1.30495358736011,"Non-significant",1.24544225060023,"DCXR","L-xylulose reductase","DCXR_HUMAN"
-0.879545361858,20.0175863352791,-4.49966117590728,0.00207546435530684,0.0818865027457424,-1.03053358963379,"EF1A1_HUMAN",16,-4.89964752689477,0.00100164336458983,0.0568273951575419,0.879545361858,"Non-significant",1.24544225060023,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","EF1A1_HUMAN"
0.235163941371809,17.9845720039252,2.8043774540625,0.0233661264172717,0.152694531880952,-3.41305907926984,"LAMC1_HUMAN",35,4.84116904856082,0.00108244412167218,0.0568273951575419,-0.235163941371802,"Non-significant",1.24544225060023,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.876120215025626,15.3853869183307,-5.97703501648729,0.000350614722917393,0.0507222632487162,0.685113955107718,"UGPA_HUMAN",2,-4.89984967498461,0.00100137564450112,0.0568273951575419,0.876120215025626,"Non-significant",1.24544225060023,"UGP2","UTP--glucose-1-phosphate uridylyltransferase","UGPA_HUMAN"
-1.54966592088381,17.7097130817661,-4.8092008452418,0.00139398083196422,0.0709286921769643,-0.641411408914866,"H2B3B_HUMAN",1,-4.62013903850033,0.00145782679452935,0.0571730330890062,1.54966592088381,"Non-significant",1.24280876739956,"H2BC26","Histone H2B type 3-B","H2B3B_HUMAN"
0.263854635803924,20.071192894592,3.07896011794064,0.0154024011995104,0.11975441542886,-3.00513759236574,"MA1A1_HUMAN",20,4.63535850444919,0.00142791800489125,0.0571730330890062,-0.263854635803931,"Non-significant",1.24280876739956,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-1.32641942672736,15.9259743874092,-5.16313857398689,0.000899468339439776,0.0709286921769643,-0.215989367266721,"PTBP1_HUMAN",1,-4.76784193549887,0.00119387241729935,0.0571730330890062,1.32641942672736,"Non-significant",1.24280876739956,"PTBP1","Polypyrimidine tract-binding protein 1","PTBP1_HUMAN"
-1.36708091736503,14.9620014604738,-4.95266091271383,0.00116465630918527,0.0709286921769643,-0.466473107783869,"RAB5C_HUMAN",1,-4.63869701468513,0.00142144622912549,0.0571730330890062,1.36708091736503,"Non-significant",1.24280876739956,"RAB5C","Ras-related protein Rab-5C","RAB5C_HUMAN"
-1.42318960674996,14.7423255105598,-4.86145508072742,0.00130519402789797,0.0709286921769643,-0.577295131897661,"RL23_HUMAN",1,-4.60099363416266,0.00149641411756431,0.0571730330890062,1.42318960674996,"Non-significant",1.24280876739956,"RPL23","Large ribosomal subunit protein uL14","RL23_HUMAN"
-1.56613049928001,16.1585980483172,-4.7668011442408,0.00147087149675732,0.0709286921769643,-0.693770136903763,"TCPD_HUMAN",1,-4.59198362256361,0.00151495364175938,0.0571730330890062,1.56613049928001,"Non-significant",1.24280876739956,"CCT4","T-complex protein 1 subunit delta","TCPD_HUMAN"
-2.00610152484978,17.2902929059793,-4.45124662299963,0.0022115928757048,0.0834635920048595,-1.09283242755055,"H31T_HUMAN",2,-4.48001209540042,0.00176720523850692,0.063913922792667,2.00610152484978,"Non-significant",1.1944045262955,"H3-3B;H3-4;H3C12;H3C13","Histone H3.1","H31T_HUMAN"
-0.303057490468561,21.6473320557047,-3.08215478521336,0.015328571371701,0.11975441542886,-3.00041925926251,"FIBB_HUMAN",37,-4.39077903676487,0.00200061294830019,0.0670398438465524,0.303057490468561,"Non-significant",1.1736670059628,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
