"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CF_vs_CFM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.375536453346719,21.6110925742656,4.5938564968718,0.0018594071862588,0.124850959344955,-0.875588873509149,"FIBB_HUMAN",37,6.79494754175097,8.85092575554142e-05,0.0384130177790497,-0.375536453346722,"Non-significant",1.41552157272792,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.342917023794289,21.5292099823822,4.72456757306705,0.00157284043916819,0.124850959344955,-0.723122772434954,"FINC_HUMAN",111,7.22429687129981,5.56182531870988e-05,0.0384130177790497,-0.342917023794289,"Non-significant",1.41552157272792,"FN1","Fibronectin","FINC_HUMAN"
-0.580914378009719,17.6173453593471,-5.51384363179675,0.000602997752996031,0.124850959344955,0.133708644517967,"ASGR1_HUMAN",9,-6.20614469105529,0.000173352465394733,0.0397032309878464,0.580914378009716,"Up in CFM",1.40117414958207,"ASGR1","Asialoglycoprotein receptor 1","ASGR1_HUMAN"
-0.753316428594196,16.34112636515,-6.2977241675531,0.000252715413942845,0.124850959344955,0.88134776100355,"CAB45_HUMAN",5,-6.16044432410225,0.000182964198100675,0.0397032309878464,0.7533164285942,"Up in CFM",1.40117414958207,"SDF4","45 kDa calcium-binding protein","CAB45_HUMAN"
0.263688243688556,22.7302606905293,3.53730960980095,0.00788809709892373,0.220866718769864,-2.21650191782195,"FIBG_HUMAN",36,5.81858408637809,0.000276308519496522,0.0479671589845962,-0.263688243688559,"Non-significant",1.31905600331545,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
0.702045877154294,19.5733387576921,5.11857118565818,0.000964003496740596,0.124850959344955,-0.281838265448934,"TTHY_HUMAN",8,5.52223442222811,0.00039999149558805,0.0578654363617379,-0.702045877154294,"Non-significant",1.2375807675253,"TTR","Transthyretin","TTHY_HUMAN"
0.879720030777008,16.4116860563352,5.60422359160421,0.000543274866803773,0.124850959344955,0.224996095271764,"ASPH_HUMAN",1,4.55165013076763,0.00146472311432922,0.109513050151434,-0.879720030777008,"Non-significant",0.960534124923849,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","ASPH_HUMAN"
0.352888175828991,21.3616828568004,3.88680893707716,0.00480347998509257,0.181279157698276,-1.75234248579763,"CYTC_HUMAN",9,4.47684114399102,0.00162802501152802,0.109513050151434,-0.352888175828987,"Non-significant",0.960534124923849,"CST3","Cystatin-C","CYTC_HUMAN"
-1.50839026013162,17.2286425453885,-4.67633217175867,0.00167256248787532,0.124850959344955,-0.779033001896526,"DSC2_HUMAN",1,-4.5860737033868,0.0013955683049955,0.109513050151434,1.50839026013162,"Non-significant",0.960534124923849,"DSC2","Desmocollin-2","DSC2_HUMAN"
0.771300555668553,21.1835936335316,4.56870656091693,0.001920815272831,0.124850959344955,-0.905272748896353,"IC1_HUMAN",4,4.49209796742199,0.00159319947835321,0.109513050151434,-0.771300555668557,"Non-significant",0.960534124923849,"SERPING1","Plasma protease C1 inhibitor","IC1_HUMAN"
1.10617330648384,16.9979938585184,4.48733470650274,0.0021351039402172,0.124850959344955,-1.00208309141916,"IF5A1_HUMAN",4,4.58280916034716,0.00140197354729382,0.109513050151434,-1.10617330648384,"Non-significant",0.960534124923849,"EIF5A","Eukaryotic translation initiation factor 5A-1","IF5A1_HUMAN"
-0.959064293358413,15.5438161433954,-4.96576630097534,0.00116247964390263,0.124850959344955,-0.449732522605957,"RUVB2_HUMAN",2,-4.47160164227471,0.00164017241010213,0.109513050151434,0.959064293358416,"Non-significant",0.960534124923849,"RUVBL2","RuvB-like 2","RUVB2_HUMAN"
0.249478238110484,20.2000416447043,3.13744607450694,0.0141950510554129,0.267854441654312,-2.76867021055955,"TBA4A_HUMAN",21,4.59302504261476,0.00138203382723969,0.109513050151434,-0.249478238110488,"Non-significant",0.960534124923849,"TUBA4A","Tubulin alpha-4A chain","TBA4A_HUMAN"
1.30000880302052,17.1891687833991,4.50431126222217,0.00208833867653437,0.124850959344955,-0.981788682709078,"ACOT1_HUMAN",1,4.34120229790754,0.0019760440051351,0.114347079763818,-1.30000880302052,"Non-significant",0.941774922081756,"ACOT1;ACOT2","Acyl-coenzyme A thioesterase 2, mitochondrial","ACOT1_HUMAN"
0.972104915423131,16.5496816150474,4.96001122600457,0.0011707813751882,0.124850959344955,-0.456135999267851,"GSTM3_HUMAN",1,4.36321051186557,0.0019145478509114,0.114347079763818,-0.972104915423127,"Non-significant",0.941774922081756,"GSTM3","Glutathione S-transferase Mu 3","GSTM3_HUMAN"
-0.454167197472401,17.1099686613884,-4.47932488475892,0.00215756266149116,0.124850959344955,-1.0116760617159,"CLH1_HUMAN",5,-4.26109366654156,0.00221835727051159,0.119335059817727,0.454167197472394,"Non-significant",0.923231944858851,"CLTC","Clathrin heavy chain 1","CLH1_HUMAN"
-0.454984085731645,19.7996513055268,-3.88824491019313,0.00479387267839823,0.181279157698276,-1.75047526861646,"HGFA_HUMAN",8,-4.22515729853318,0.00233720739274349,0.119335059817727,0.454984085731638,"Non-significant",0.923231944858851,"HGFAC","Hepatocyte growth factor activator","HGFA_HUMAN"
-0.291403849158151,18.2072458963476,-3.46693348393024,0.00873448148071051,0.229743331068386,-2.31217968223799,"CAD11_HUMAN",9,-4.05570838503005,0.00299676327606506,0.140280720408924,0.291403849158144,"Non-significant",0.853002012473904,"CDH11","Cadherin-11","CAD11_HUMAN"
1.34977593955015,14.5206768139843,4.10813420213277,0.00354066834833451,0.161752638229177,-1.46860700464885,"ITA2_HUMAN",1,4.039250493929,0.00307066093061009,0.140280720408924,-1.34977593955015,"Non-significant",0.853002012473904,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
1.04812880928312,16.0651196961313,4.20782817253017,0.00309341090614849,0.157766124897767,-1.34352307302344,"PTBP1_HUMAN",1,3.94136458722631,0.00355217583256625,0.142383744978144,-1.04812880928312,"Non-significant",0.846539588432636,"PTBP1","Polypyrimidine tract-binding protein 1","PTBP1_HUMAN"
-1.02346525989911,15.5246397041911,-3.91880623501905,0.00459422489771807,0.181279157698276,-1.71081630095398,"SPTN1_HUMAN",3,-3.9307898388213,0.00360880459622024,0.142383744978144,1.02346525989911,"Non-significant",0.846539588432636,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1","SPTN1_HUMAN"
-0.21039178611165,22.6330502149916,-2.77483342256958,0.0245631398622783,0.280823115664449,-3.28355100410818,"VTNC_HUMAN",14,-3.94210469798489,0.00354824795578901,0.142383744978144,0.21039178611165,"Non-significant",0.846539588432636,"VTN","Vitronectin","VTNC_HUMAN"
-0.155728268374183,20.4043812477048,-2.21081106313057,0.0586387911070406,0.321101655317097,-4.09081296299403,"HPT_HUMAN",24,-3.82839759806171,0.00420936745361593,0.15885786737994,0.15572826837419,"Non-significant",0.798991272022941,"HP","Haptoglobin","HPT_HUMAN"
-0.301262753087798,24.7000323806198,-2.93239714666272,0.0193254420743224,0.280823115664449,-3.05862635108779,"AMBP_HUMAN",20,-3.66402816050958,0.00540518120146364,0.167560617245373,0.301262753087801,"Non-significant",0.775828048491257,"AMBP","Protein AMBP","AMBP_HUMAN"
-0.432015510092608,17.5249027711544,-4.16634009889159,0.00327164775133618,0.157766124897767,-1.39536884258292,"BASI_HUMAN",4,-3.69771381145709,0.00513369543879137,0.167560617245373,0.432015510092604,"Non-significant",0.775828048491257,"BSG","Basigin","BASI_HUMAN"
-1.72939761054058,15.8235503918899,-3.59091285115607,0.00730217282826336,0.218561586721814,-2.14410303209812,"GBB1_HUMAN",1,-3.66829395805873,0.00536997950579281,0.167560617245373,1.72939761054058,"Non-significant",0.775828048491257,"GNB1;GNB2;GNB4","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","GBB1_HUMAN"
1.35867513665469,16.5453164205024,3.74237918856308,0.00588393624993711,0.189157654257238,-1.94185083858525,"GSTP1_HUMAN",2,3.76400403033845,0.00464061190958817,0.167560617245373,-1.3586751366547,"Non-significant",0.775828048491257,"GSTP1;cRAP-GSTP1","Glutathione S-transferase P","GSTP1_HUMAN"
-0.591027559519034,17.4455247980553,-5.55806531231887,0.000572919873545171,0.124850959344955,0.178545102325856,"TNR12_HUMAN",1,-3.70389776790931,0.00508543967935696,0.167560617245373,0.591027559519034,"Non-significant",0.775828048491257,"TNFRSF12A","Tumor necrosis factor receptor superfamily member 12A","TNR12_HUMAN"
0.887152481229258,16.7620601946114,3.46908119393497,0.0087072702417677,0.229743331068386,-2.3092495696049,"ANXA6_HUMAN",4,3.55166430070337,0.0064256214835556,0.177941263832241,-0.887152481229258,"Non-significant",0.749723329169467,"ANXA6","Annexin A6","ANXA6_HUMAN"
-0.232210301242525,17.5181162700089,-2.63172448032093,0.0305920398351023,0.292282283659159,-3.48877348249157,"DESP_HUMAN",20,-3.54515997307817,0.00649058100459302,0.177941263832241,0.232210301242528,"Non-significant",0.749723329169467,"DSP","Desmoplakin","DESP_HUMAN"
0.31589708449043,20.2994104739629,2.92308964208366,0.0195999663998621,0.280823115664449,-3.07187010028278,"EF1A1_HUMAN",16,3.53827973477264,0.00656004659289369,0.177941263832241,-0.315897084490434,"Non-significant",0.749723329169467,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","EF1A1_HUMAN"
