"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0042159","GO:0042159","lipoprotein catabolic process","2/5","16/18614",6.91674317869313e-06,0.000857676154157948,0.000422285373014949,"147111/11313",2,"Upres_DEq_MS_HF_vs_OF"
"GO:0035601","GO:0035601","protein deacylation","2/5","127/18614",0.0004556953663353,0.0169119588046141,0.0083267708885197,"147111/11313",2,"Upres_DEq_MS_HF_vs_OF"
"GO:0098732","GO:0098732","macromolecule deacylation","2/5","131/18614",0.000484761003976813,0.0169119588046141,0.0083267708885197,"147111/11313",2,"Upres_DEq_MS_HF_vs_OF"
"GO:0042157","GO:0042157","lipoprotein metabolic process","2/5","139/18614",0.00054554705821336,0.0169119588046141,0.0083267708885197,"147111/11313",2,"Upres_DEq_MS_HF_vs_OF"
"GO:0002084","GO:0002084","protein depalmitoylation","1/5","10/18614",0.0026835536412565,0.0434821347462978,0.0214088609107409,"11313",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0060054","GO:0060054","positive regulation of epithelial cell proliferation involved in wound healing","1/5","10/18614",0.0026835536412565,0.0434821347462978,0.0214088609107409,"2683",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0001867","GO:0001867","complement activation, lectin pathway","1/5","11/18614",0.00295159181755145,0.0434821347462978,0.0214088609107409,"710",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0005984","GO:0005984","disaccharide metabolic process","1/5","12/18614",0.00321957236052361,0.0434821347462978,0.0214088609107409,"2683",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0045916","GO:0045916","negative regulation of complement activation","1/5","13/18614",0.00348749527946779,0.0434821347462978,0.0214088609107409,"710",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0098734","GO:0098734","macromolecule depalmitoylation","1/5","14/18614",0.00375536058367754,0.0434821347462978,0.0214088609107409,"11313",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0060046","GO:0060046","regulation of acrosome reaction","1/5","15/18614",0.00402316828244509,0.0434821347462978,0.0214088609107409,"2683",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0002921","GO:0002921","negative regulation of humoral immune response","1/5","17/18614",0.00455861090082155,0.0434821347462978,0.0214088609107409,"710",1,"Upres_DEq_MS_HF_vs_OF"
"GO:1901569","GO:1901569","fatty acid derivative catabolic process","1/5","17/18614",0.00455861090082155,0.0434821347462978,0.0214088609107409,"11313",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0042060","GO:0042060","wound healing","2/5","439/18614",0.0052938012249823,0.0468879537069861,0.0230857497029303,"2683/710",2,"Upres_DEq_MS_HF_vs_OF"
"GO:0030449","GO:0030449","regulation of complement activation","1/5","22/18614",0.00589621000182738,0.0477675682339587,0.0235188366516944,"710",1,"Upres_DEq_MS_HF_vs_OF"
"GO:0043171","GO:0043171","peptide catabolic process","1/5","23/18614",0.00616355719147854,0.0477675682339587,0.0235188366516944,"1369",1,"Upres_DEq_MS_HF_vs_OF"
