"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes"
-0.291324080312481,19.5095987537743,-10.1671837781524,1.21414352079747e-05,0.0188424712945514,3.77151955151703,"ACSM5",21,-13.1621334956889,6.73670618548537e-07,0.00197573864531541,0.291324080312471,"Non-significant",2.70427050529714,"ACSM5"
-0.276051529435755,22.1865834491952,-9.50175725710571,1.94959643869721e-05,0.0188424712945514,3.3716085336132,"ALDH6A1",32,-12.9402656126694,7.7237632733206e-07,0.00197573864531541,0.276051529435755,"Non-significant",2.70427050529714,"ALDH6A1"
-0.241438719511301,19.3326832840463,-6.79360716523762,0.000189134823794414,0.0275955311041904,1.30726768955866,"AASS",37,-8.4475279861293,2.19139741994585e-05,0.00552927872943288,0.241438719511301,"Non-significant",2.25733151684305,"AASS"
-0.203817551220922,22.1431415317544,-6.77907269496572,0.000191803064742213,0.0275955311041904,1.29392288566141,"ACADS",18,-8.35720725700787,2.37771954744964e-05,0.00552927872943288,0.203817551220926,"Non-significant",2.25733151684305,"ACADS"
-0.291464406808249,20.3726205147646,-7.58359084212785,9.1237570658765e-05,0.027540438770773,1.99248625605527,"ACSS3",38,-9.19031580895511,1.14940477185927e-05,0.00552927872943288,0.291464406808249,"Non-significant",2.25733151684305,"ACSS3"
-0.247365040391173,19.64762572596,-7.63903885611966,8.68839321715047e-05,0.027540438770773,2.0377527010625,"AGXT2",14,-8.79362533550482,1.61329956142147e-05,0.00552927872943288,0.247365040391177,"Non-significant",2.25733151684305,"AGXT2"
-0.236050399110749,24.3259696038025,-6.72720197252463,0.000201673372819788,0.0275955311041904,1.24607084603455,"ALDH2",44,-8.45454426787468,2.17761454248172e-05,0.00552927872943288,0.236050399110749,"Non-significant",2.25733151684305,"ALDH2"
-0.23454419457547,24.6604789255018,-7.48440484629068,9.96477925155873e-05,0.027540438770773,1.9106213630586,"CPS1",111,-9.73082617474213,7.38244879298106e-06,0.00552927872943288,0.234544194575474,"Non-significant",2.25733151684305,"CPS1"
-0.348228196049668,20.291567915577,-7.36566245189768,0.000110877513779884,0.0275955311041904,1.81108855388975,"CYP4F2",26,-8.40621751283145,2.27453196381303e-05,0.00552927872943288,0.348228196049675,"Non-significant",2.25733151684305,"CYP4F2"
0.51206405014643,15.8268819321829,8.75155391636796,3.44579458660573e-05,0.0242531156340465,2.87534340731425,"FAT1",7,8.91919400125897,1.44717386962769e-05,0.00552927872943288,-0.512064050146424,"Up in CTRL",2.25733151684305,"FAT1"
-0.585665464025048,17.9973465338257,-9.41316279844629,2.08096740400414e-05,0.0188424712945514,3.31561050826012,"FMO5",10,-9.97920202885502,6.06567308017329e-06,0.00552927872943288,0.585665464025052,"Up in CTRL.myr",2.25733151684305,"FMO5"
-0.510526241572151,22.1883646217575,-8.07658303796638,5.96469442769922e-05,0.0262976970358625,2.38280115945169,"GATM",24,-8.89480753593634,1.47789323261973e-05,0.00552927872943288,0.510526241572151,"Up in CTRL.myr",2.25733151684305,"GATM"
-0.353647272587327,19.0011788150013,-9.33216671092929,2.20982853337194e-05,0.0188424712945514,3.2638231154064,"GCAT",9,-9.67117579797859,7.74405563137454e-06,0.00552927872943288,0.353647272587327,"Non-significant",2.25733151684305,"GCAT"
-0.246239076476403,22.9746336230494,-6.87001274237706,0.000175771757214135,0.0275955311041904,1.37696472071091,"GOT2",31,-8.44452326504963,2.19732943745079e-05,0.00552927872943288,0.2462390764764,"Non-significant",2.25733151684305,"GOT2"
0.786038358256901,15.1128624847624,13.7623501054497,1.40028334473469e-06,0.0071638495916627,5.42453196191111,"HP",2,9.43120810172787,9.41092391691812e-06,0.00552927872943288,-0.786038358256901,"Up in CTRL",2.25733151684305,"HP"
-0.206454113167403,21.1386797547405,-6.46572099446043,0.00026088748653854,0.028397274896423,0.999359139878256,"LSS",36,-8.41459845273579,2.25738765667109e-05,0.00552927872943288,0.2064541131674,"Non-significant",2.25733151684305,"LSS"
-0.305680549175523,21.7372668578747,-7.82566130226514,7.38525704170387e-05,0.0269878393038264,2.18752755148972,"MAT1A",23,-9.2081472127449,1.13234744699036e-05,0.00552927872943288,0.305680549175523,"Non-significant",2.25733151684305,"MAT1A"
-0.177071311723648,22.5915033155153,-6.31014383401643,0.000305181881585934,0.028397274896423,0.84812193430072,"PC",62,-9.0949442737504,1.24561117287959e-05,0.00552927872943288,0.177071311723651,"Non-significant",2.25733151684305,"PC"
-0.224737807900549,18.4388929637266,-6.92308507661352,0.000167109922071341,0.0275955311041904,1.42493084582448,"PHKA2",21,-8.51184563508659,2.06857553937289e-05,0.00552927872943288,0.224737807900549,"Non-significant",2.25733151684305,"PHKA2"
