"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes"
-3.95838062379152,20.0258661287298,-33.1583882356009,2.03361177021415e-09,1.04039578164156e-05,11.5274892239882,"THOC3",3,-33.1868008544951,2.06216942959704e-09,1.05500588018185e-05,3.95838062379152,"Up in HBV",4.97674511977538,"THOC3"
3.58855785300972,16.2523968903291,25.5617727299546,1.41304651035485e-08,2.60815733630634e-05,10.1853848793177,"SPTAN1",3,25.5729453191898,1.4337754143176e-08,2.65574031486899e-05,-3.58855785300972,"Up in CTRL",4.5758143936614,"SPTAN1"
2.4406692892271,16.8263411722204,25.291061298776,1.52941204240012e-08,2.60815733630634e-05,10.1250507256704,"UBXN8",1,25.2897835838936,1.55731449269096e-08,2.65574031486899e-05,-2.4406692892271,"Up in CTRL",4.5758143936614,"UBXN8"
4.14797773273395,15.972686950467,22.1137609610019,4.1416643209565e-08,4.23775093320269e-05,9.33142399811012,"AP1S3",1,22.1027860205437,4.22569665446607e-08,4.32373281684969e-05,-4.14797773273395,"Up in CTRL",4.36414115092432,"AP1S3"
-1.90385425107612,17.5968735617862,-22.4842657680265,3.66188568249372e-08,4.23775093320269e-05,9.43280999877435,"CYP51A1",21,-22.5025237337425,3.70077761116219e-08,4.32373281684969e-05,1.90385425107613,"Up in HBV",4.36414115092432,"CYP51A1"
-1.34425091570438,18.9835355896099,-21.3886516894653,5.30139505415034e-08,4.52032284950552e-05,9.12546016211023,"PTPMT1",3,-21.4920975894423,5.19864607071434e-08,4.43271221629576e-05,1.34425091570438,"Up in HBV",4.35333046336156,"PTPMT1"
-0.642915231998973,21.8889261945509,-18.5943233826895,1.4907802703427e-07,8.60192777764638e-05,8.2265311073105,"BOLA1",3,-18.9261535394905,1.32826867882236e-07,7.82294563481388e-05,0.642915231998977,"Up in HBV",4.1066296878522,"BOLA1"
-2.39915596397067,19.2462537988193,-19.0805142151655,1.23251626330006e-07,8.60192777764638e-05,8.39611269870223,"DNAJA2",13,-19.0572903908051,1.26242349337329e-07,7.82294563481388e-05,2.39915596397067,"Up in HBV",4.1066296878522,"DNAJA2"
-0.717315418279476,22.2917592101112,-18.5566177772812,1.51323983578611e-07,8.60192777764638e-05,8.21312611867429,"PRKCI",2,-18.8352304525079,1.37620232043246e-07,7.82294563481388e-05,0.717315418279476,"Up in HBV",4.1066296878522,"PRKCI"
-1.49524220122483,18.2855628478436,-17.4399335108582,2.38900087186685e-07,0.000122221284604708,7.79866399250938,"C1GALT1C1",2,-17.4830124100651,2.37958512557174e-07,0.00012173957502425,1.49524220122482,"Up in HBV",3.91456821864137,"C1GALT1C1"
0.837872038942052,21.0559872591717,17.0300400935091,2.84494578515202e-07,0.00013231584215307,7.63759466523779,"AGMAT",13,16.9567973099781,2.97745734400951e-07,0.000138478834290479,-0.837872038942049,"Up in CTRL",3.85861660099158,"AGMAT"
-0.713423145051507,18.9091945763481,-16.3776400446922,3.78863338017337e-07,0.000156867878740543,7.37056716524714,"HACD2",3,-16.555847353916,3.5479132369508e-07,0.000151259367668669,0.7134231450515,"Up in HBV",3.82027771947992,"HACD2"
-0.525434846670755,19.7665456925681,-16.1749213654296,4.15051378506899e-07,0.000156867878740543,7.28480551353528,"WDR45",1,-16.2514407614202,4.06398450287216e-07,0.000156231011356176,0.525434846670752,"Up in HBV",3.80623275583585,"WDR45"
-0.593183501159452,19.0081102189038,-16.1006709149906,4.29270973879515e-07,0.000156867878740543,7.25305132890113,"YBX3",4,-16.1391974595874,4.27528178066158e-07,0.000156231011356176,0.593183501159452,"Up in HBV",3.80623275583585,"YBX3"
-0.95597758700012,18.3914641053856,-15.5380622369797,5.56813338092257e-07,0.000189910469178666,7.00630078869693,"TXNDC17",10,-15.4526200278503,5.87301905971607e-07,0.000200309103396716,0.95597758700012,"Up in HBV",3.6982993129874,"TXNDC17"
-0.47545469356718,19.2681113510017,-14.988498871516,7.24216808818756e-07,0.000231568324619797,6.75432017625524,"PRPSAP2",9,-14.6477499054222,8.67142429299378e-07,0.000257401088167917,0.475454693567176,"Up in HBV",3.5893896214397,"PRPSAP2"
-0.83796792623793,18.6450195555849,-14.5236757241512,9.11060045674276e-07,0.000266331404977422,6.53222894818953,"SF3B2",11,-14.4526259452703,9.55946183579051e-07,0.000257401088167917,0.83796792623793,"Up in HBV",3.5893896214397,"SF3B2"
-0.529904998320255,23.5788376201304,-14.3547617160703,9.920038962859e-07,0.000266753776646319,6.44939261695741,"TTC39B",2,-14.5925647218734,8.91275480174584e-07,0.000257401088167917,0.529904998320252,"Up in HBV",3.5893896214397,"TTC39B"
-1.07362913940606,20.662158303941,-14.4676446419145,9.37053418607037e-07,0.000266331404977422,6.50487940382242,"TWF2",18,-14.4705886327832,9.47355723144219e-07,0.000257401088167917,1.07362913940605,"Up in HBV",3.5893896214397,"TWF2"
-0.633896979170125,18.8122845368943,-14.198024378138,1.07443814440604e-06,0.000266753776646319,6.37148056837383,"SLC35A3",1,-14.2290406241565,1.07057496254384e-06,0.000273853075418715,0.633896979170125,"Up in HBV",3.56248237750358,"SLC35A3"
-0.769771305962948,19.6620204965371,-14.1611060864557,1.09496272665612e-06,0.000266753776646319,6.35298017970013,"PTPA",8,-14.0307225310973,1.18536441344203e-06,0.000288777349484259,0.769771305962951,"Up in HBV",3.53943687405176,"PTPA"
-0.526039336896218,18.5834532839245,-13.1137012179441,1.91111503457489e-06,0.000444421114403869,5.80325057752672,"SERPINB1",25,-13.2419325433648,1.80204641230553e-06,0.000419057702061595,0.526039336896226,"Up in HBV",3.37772617282948,"SERPINB1"
1.53165615918645,17.2808477372408,12.9942818488121,2.04171729716737e-06,0.000445986758968252,5.73736971220515,"SLC38A10",2,13.0071982980247,2.05043607937628e-06,0.000456088303569089,-1.53165615918645,"Up in CTRL",3.34095106514239,"SLC38A10"
0.982517507318025,17.555417063175,12.950414735193,2.09219746193081e-06,0.000445986758968252,5.71299615843789,"MRPS23",5,12.9197196759232,2.15270924728445e-06,0.000458885854546135,-0.982517507318025,"Up in CTRL",3.33829532950787,"MRPS23"
-0.409349742353548,16.7213967563717,-12.6021062829002,2.5469461578352e-06,0.000501160636287879,5.51609460949495,"CASP14",4,-12.6433338153912,2.51566307645191e-06,0.000482200870967204,0.409349742353548,"Up in HBV",3.31677200952076,"CASP14"
-0.566832035803827,18.0250428499292,-12.7820838537783,2.29940389083616e-06,0.000470550012220712,5.61859235555629,"DERL1",7,-12.6230936918947,2.5448443151123e-06,0.000482200870967204,0.566832035803824,"Up in HBV",3.31677200952076,"DERL1"
-0.4631635917466,19.7075736947628,-12.5044110270561,2.69381773689254e-06,0.00051042857562749,5.45976781117433,"RPS4X",24,-12.6366974537314,2.52518927641296e-06,0.000482200870967204,0.4631635917466,"Up in HBV",3.31677200952076,"RPS4X"
-0.411441074741475,19.9729287062513,-12.4170817756817,2.83322764130566e-06,0.000511575236698185,5.40900064890218,"HLA-DRB3",1,-12.473202602833,2.77322851704077e-06,0.000506708467613591,0.411441074741475,"Up in HBV",3.29524183814641,"HLA-DRB3"
0.624909610375305,17.0166324451578,12.3770374873118,2.89985962944632e-06,0.000511575236698185,5.38558877216605,"MTA2",5,12.3211759778964,3.02875975219528e-06,0.000534314996283829,-0.624909610375298,"Up in CTRL",3.27220263657525,"MTA2"
