"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV.myr_vs_CTRL","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
4.63579702377319,16.65,12.5907834725766,6.38825525845501e-06,0.00326262836184235,4.63448103537601,"AFG32_HUMAN",1,12.1979762472587,7.16197124637602e-06,0.00184170755299047,-4.64,"Up in HBV.myr",2.735,"AFG3L2","AFG3-like protein 2"
1.13477802276606,22.58,8.88269019782759,5.91125747517406e-05,0.00328829479072222,2.50229118360465,"AMBP_HUMAN",15,10.2778542698909,2.17602396164287e-05,0.00184170755299047,-1.13,"Up in HBV.myr",2.735,"AMBP","Protein AMBP"
2.06399599711099,20.23,10.3199151757915,2.29351796113201e-05,0.00326262836184235,3.43525388760627,"APOE_HUMAN",21,11.0585926999472,1.35606869775428e-05,0.00184170755299047,-2.06,"Up in HBV.myr",2.735,"APOE","Apolipoprotein E"
1.10541359583539,20.87,9.06998209136738,5.18717554224568e-05,0.00328829479072222,2.63295234294758,"CERU_HUMAN",38,11.8632573961354,8.58875441075238e-06,0.00184170755299047,-1.11,"Up in HBV.myr",2.735,"CP","Ceruloplasmin"
-1.42952712376916,16.83,-10.555582473485,1.9860376512344e-05,0.00326262836184235,3.57406394475887,"DPP4_HUMAN",7,-11.3790606770654,1.12656322981765e-05,0.00184170755299047,1.43,"Up in CTRL",2.735,"DPP4","Dipeptidyl peptidase 4"
-1.56891489028929,16.94,-11.0713623045757,1.46367065258035e-05,0.00326262836184235,3.86540598489125,"HSPB1_HUMAN",6,-11.774367908644,9.02041520394491e-06,0.00184170755299047,1.57,"Up in CTRL",2.735,"HSPB1","Heat shock protein beta-1"
-1.69260390599566,18.94,-9.87391803800045,3.0365908090466e-05,0.00326262836184235,3.16218486700001,"CH60_HUMAN",25,-10.9363181083161,1.45735690895241e-05,0.00184170755299047,1.69,"Up in CTRL",2.735,"HSPD1","60 kDa heat shock protein, mitochondrial"
1.90920686721804,20.43,9.69702609523145,3.40476042684924e-05,0.00326262836184235,3.04995326741965,"KNG1_HUMAN",18,10.3601078292734,2.06717606026976e-05,0.00184170755299047,-1.91,"Up in HBV.myr",2.735,"KNG1","Kininogen-1"
-1.38272142410282,18.98,-9.9692150931436,2.85717750592161e-05,0.00326262836184235,3.22170650369062,"LAMP2_HUMAN",4,-10.3312876985728,2.10459279432571e-05,0.00184170755299047,1.38,"Up in CTRL",2.735,"LAMP2","Lysosome-associated membrane glycoprotein 2"
1.44874938329063,22.28,10.957943441821,1.56351813977445e-05,0.00326262836184235,3.80276156617348,"TTHY_HUMAN",14,12.4721970363017,6.19255199434253e-06,0.00184170755299047,-1.45,"Up in HBV.myr",2.735,"TTR","Transthyretin"
1.01487668355303,23.52,8.26332347981183,9.26729400919215e-05,0.00410850034407519,2.04860947978705,"VTDB_HUMAN",28,10.3756387360697,2.0473269991668e-05,0.00184170755299047,-1.01,"Up in HBV.myr",2.735,"GC","Vitamin D-binding protein"
0.939852555592864,21.56,7.90130102595781,0.000122150009508401,0.00414638274707768,1.76707519310309,"ZA2G_HUMAN",24,9.91587851562742,2.7394837669973e-05,0.00212538282256207,-0.94,"Up in HBV.myr",2.673,"AZGP1","Zinc-alpha-2-glycoprotein"
1.4481520652771,23.09,8.86050569395484,6.00440509584079e-05,0.00328829479072222,2.48662009539477,"A1BG_HUMAN",10,9.48304154149495,3.64404883843609e-05,0.00226173964572267,-1.45,"Up in HBV.myr",2.646,"A1BG","Alpha-1B-glycoprotein"
-1.05889479319256,19.39,-8.51274983692112,7.70659052699525e-05,0.00372985099398853,2.23542047232397,"CATB_HUMAN",10,-9.58264236873704,3.40906558065711e-05,0.00226173964572267,1.06,"Up in CTRL",2.646,"CTSB","Cathepsin B"
0.833875020345037,24.02,7.09003918377386,0.000236061954110123,0.00524427735774466,1.0878492055683,"HPT_HUMAN",42,9.65218534652723,3.25521022393026e-05,0.00226173964572267,-0.83,"Up in HBV.myr",2.646,"HP","Haptoglobin"
-1.94555552800495,16.06,-10.3438548530591,2.25992301217586e-05,0.00326262836184235,3.44952342319063,"CREG1_HUMAN",1,-9.13026697037881,4.63768766838322e-05,0.00239871512181376,1.95,"Up in CTRL",2.62,"CREG1","Protein CREG1"
-1.97584128379819,14.55,-9.50826920117926,3.85487776372351e-05,0.00326262836184235,2.92762987836738,"GRPE1_HUMAN",2,-9.13582775919518,4.61980592614405e-05,0.00239871512181376,1.98,"Up in CTRL",2.62,"GRPEL1","GrpE protein homolog 1, mitochondrial"
-1.218546072642,17.62,-9.18391812959126,4.79626713804834e-05,0.00328829479072222,2.71102649910405,"MYL6_HUMAN",3,-9.20101130932141,4.41593588805005e-05,0.00239871512181376,1.22,"Up in CTRL",2.62,"MYL6","Myosin light polypeptide 6"
1.63324515024823,19.66,9.567023498691,3.70787825510203e-05,0.00326262836184235,2.96599371232013,"APOC1_HUMAN",2,9.00453366718898,5.06378384102337e-05,0.00248125408210145,-1.63,"Up in HBV.myr",2.605,"APOC1","Apolipoprotein C-I"
-1.98741499582927,22.76,-8.45956407219034,8.01256926742971e-05,0.00372985099398853,2.19606164397477,"SODM_HUMAN",20,-8.89141503888585,5.4854767596869e-05,0.00255348943163425,1.99,"Up in CTRL",2.593,"SOD2","Superoxide dismutase [Mn], mitochondrial"
0.961715380350743,23.52,6.80296883287471,0.000302393232141942,0.00524427735774466,0.830161607616482,"CO3_HUMAN",96,8.79437781984611,5.879214958554e-05,0.00260645196495894,-0.96,"Up in HBV.myr",2.584,"C3","Complement C3"
-1.96863333384194,17.85,-8.89250654997794,5.87056640327572e-05,0.00328829479072222,2.50921216744167,"S10AA_HUMAN",2,-8.58897258472008,6.82330607221674e-05,0.00288749906965172,1.97,"Up in CTRL",2.539,"S100A10","Protein S100-A10"
0.97272173563637,27.66,7.41484871433945,0.000180065441140512,0.0049250889862086,1.36819552330594,"FETUA_HUMAN",13,8.40619779552076,7.81019378345472e-05,0.00309312182526319,-0.97,"Up in HBV.myr",2.51,"AHSG","Alpha-2-HS-glycoprotein"
1.61468521753946,21.16,7.81157806009485,0.00013101635500276,0.00414638274707768,1.69532324573131,"PLMN_HUMAN",25,8.37846222578547,7.97367602645719e-05,0.00309312182526319,-1.61,"Up in HBV.myr",2.51,"PLG","Plasminogen"
-0.832800229390482,22.56,-6.64021127966143,0.000349242960451309,0.00524427735774466,0.679754264285176,"AACT_HUMAN",18,-7.87182612757011,0.000117642142807593,0.00325115278725846,0.83,"Up in CTRL",2.488,"SERPINA3","Alpha-1-antichymotrypsin"
1.43942674001054,30.08,7.14071825055372,0.000226150806789952,0.00524427735774466,1.1323605831027,"ALBU_HUMAN",84,7.9714069306615,0.000108808497627742,0.00325115278725846,-1.44,"Up in HBV.myr",2.488,"ALB","Albumin"
-1.56493330001833,16.47,-7.82593467553205,0.000129549789150526,0.00414638274707768,1.70685835730611,"AMPN_HUMAN",8,-8.14471701772909,9.5168502184745e-05,0.00325115278725846,1.56,"Up in CTRL",2.488,"ANPEP","Aminopeptidase N"
0.975784142812099,22.18,6.96136666139624,0.000263511544061081,0.00524427735774466,0.973525662272672,"ANGT_HUMAN",16,7.88029959178381,0.000116859641840259,0.00325115278725846,-0.98,"Up in HBV.myr",2.488,"AGT","Angiotensinogen"
1.94410363833112,15.01,8.02028492850867,0.000111423279571688,0.00414638274707768,1.86099994319973,"APOBR_HUMAN",2,7.79705812535297,0.000124810109051057,0.00325115278725846,-1.94,"Up in HBV.myr",2.488,"APOBR","Apolipoprotein B receptor"
1.39625851313273,20.82,7.38088042652838,0.000185153721286037,0.0049250889862086,1.33941743430145,"APOH_HUMAN",14,7.8560775359895,0.000119112306528967,0.00325115278725846,-1.4,"Up in HBV.myr",2.488,"APOH","Beta-2-glycoprotein 1"
1.48863554000858,19.65,9.16133199755251,4.87101612296768e-05,0.00328829479072222,2.69563305969902,"CNN2_HUMAN",1,7.78795737428838,0.00012571589725167,0.00325115278725846,-1.49,"Up in HBV.myr",2.488,"CNN2","Calponin-2"
1.04474576314293,20.9,6.6548337670458,0.000344714425388717,0.00524427735774466,0.693397651471471,"FINC_HUMAN",73,7.99858412465814,0.000106530001160073,0.00325115278725846,-1.04,"Up in HBV.myr",2.488,"FN1","Fibronectin"
2.59827184677126,15.12,8.61761937480901,7.14138735281133e-05,0.00369368423637075,2.31228612045401,"GBRA6_HUMAN",1,8.20439723111741,9.09287838617346e-05,0.00325115278725846,-2.6,"Up in HBV.myr",2.488,"GABRA6","Gamma-aminobutyric acid receptor subunit alpha-6"
2.10309346516923,16.55,8.05448030997847,0.000108541312919597,0.00414638274707768,1.88773798468254,"KAIN_HUMAN",7,8.24627855815511,8.80813872211419e-05,0.00325115278725846,-2.1,"Up in HBV.myr",2.488,"SERPINA4","Kallistatin"
-0.934244473775205,19.67,-7.38379174511006,0.0001847112946661,0.0049250889862086,1.34188878229407,"SAP_HUMAN",7,-8.0474493803026,0.000102567931426897,0.00325115278725846,0.93,"Up in CTRL",2.488,"PSAP","Prosaposin"
0.816252867380761,21.12,6.660795503093,0.000342887159656815,0.00524427735774466,0.698952750989404,"THRB_HUMAN",18,7.97010121509678,0.00010891934977867,0.00325115278725846,-0.82,"Up in HBV.myr",2.488,"F2","Prothrombin"
1.25368881225586,22.34,6.94024460549381,0.000268354105296229,0.00524427735774466,0.954577397514061,"APOA1_HUMAN",25,7.60698786692986,0.000145369087003251,0.00342735562944656,-1.25,"Up in HBV.myr",2.465,"APOA1","Apolipoprotein A-I"
-0.947481155395511,20.52,-6.72595486759611,0.000323613293370797,0.00524427735774466,0.759387778197868,"CATD_HUMAN",18,-7.67006153140713,0.000138149047733345,0.00342735562944656,0.95,"Up in CTRL",2.465,"CTSD","Cathepsin D"
0.845640818278,19.61,6.40822931801799,0.00043087747054124,0.00617149115498299,0.45978701837392,"FIBG_HUMAN",21,7.56072920845142,0.000150936177021814,0.00342735562944656,-0.85,"Up in HBV.myr",2.465,"FGG","Fibrinogen gamma chain"
0.889281113942474,19.62,6.66586468570297,0.000341342064532838,0.00524427735774466,0.703672787204026,"HEP2_HUMAN",15,7.61138408698857,0.000144852224683211,0.00342735562944656,-0.89,"Up in HBV.myr",2.465,"SERPIND1","Heparin cofactor 2"
2.25651613871262,19.03,8.0362770945223,0.00011006479123547,0.00414638274707768,1.87351862559052,"IFNE_HUMAN",1,7.59073358440527,0.000147298313224833,0.00342735562944656,-2.26,"Up in HBV.myr",2.465,"IFNE","Interferon epsilon"
-2.15386192003886,13.98,-7.61284684652301,0.000153380492564732,0.00460636253476662,1.53349961331592,"CLH1_HUMAN",2,-7.46659785021043,0.000163026225586272,0.00361374800049569,2.15,"Up in CTRL",2.442,"CLTC","Clathrin heavy chain 1"
0.814643859863292,21.07,6.11603397506228,0.000566060747891761,0.00716659316852139,0.173036882035055,"C1S_HUMAN",30,7.42313164668546,0.000168976108720754,0.00364500364347648,-0.81,"Up in HBV.myr",2.438,"C1S","Complement C1s subcomponent"
1.4121837615967,16.33,7.78662323201043,0.000133610614836015,0.00414638274707768,1.67522347576954,"CO4B_HUMAN",2,7.38129623704337,0.00017493579272589,0.00364500364347648,-1.41,"Up in HBV.myr",2.438,"C4B","Complement C4-B"
1.10602108637494,18.91,6.7012809177686,0.000330763991400689,0.00524427735774466,0.736562996552099,"FIBA_HUMAN",15,7.29543575122573,0.000187927148106199,0.00364500364347648,-1.11,"Up in HBV.myr",2.438,"FGA","Fibrinogen alpha chain"
-0.895184119542446,16.37,-6.88278490935023,0.000282045055008345,0.00524427735774466,0.902769063788083,"HEXA_HUMAN",5,-7.29810156431619,0.000187507731615822,0.00364500364347648,0.9,"Up in CTRL",2.438,"HEXA","Beta-hexosaminidase subunit alpha"
-1.22382521629333,16.49,-6.79886937024773,0.000303482311635925,0.00524427735774466,0.826412092826353,"PLST_HUMAN",15,-7.30260809879186,0.000186801116855197,0.00364500364347648,1.22,"Up in CTRL",2.438,"PLS3","Plastin-3"
